"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	27	305	0	0	20	0	0	0	23	324	22	0	23	49	62	21	15	0	0	6	0	27	3	68	0	0	7	0	19	0	2	13	0	8	0	0	8	16	61	0	17	2	5	1	0	61	13	0	1	0	0	0	1	18	0	8	11	0	0	0	0	1	19	13	0	2	11	63	1	13	19	29	0	1	0	0	68	9	0	72
"2"	3	40	0	0	17	57	145	0	80	5	10	0	0	122	102	50	6	2	0	3	0	124	5	43	0	1	1	0	3	0	2	58	0	40	1	0	3	47	54	0	1	20	9	1	0	46	16	6	8	1	5	0	10	78	0	1	56	0	32	0	0	4	0	52	0	89	1	106	0	77	3	31	3	2	9	0	98	2	0	61
"3"	104	116	0	9	9	3	0	2	0	91	8	0	1	228	89	66	10	0	12	23	0	117	8	56	0	0	29	0	32	3	14	25	16	9	37	6	1	58	16	0	14	48	13	0	0	15	18	0	0	0	2	8	0	42	1	27	9	0	0	0	0	6	12	31	0	3	21	196	0	7	3	12	1	0	6	0	43	5	0	87
"4"	45	135	0	0	0	62	183	0	0	74	96	0	1	102	126	38	0	0	0	42	0	27	64	41	0	9	2	0	17	1	6	63	0	116	6	0	0	55	10	0	0	37	5	48	0	33	41	2	0	0	0	0	0	68	5	40	19	7	2	0	2	1	1	7	0	0	39	51	0	56	24	31	5	1	0	0	39	7	0	78
"5"	0	4	10	0	13	3	38	0	2	9	162	0	0	70	50	6	19	0	0	0	0	98	2	8	13	0	31	0	5	2	0	31	1	19	0	3	0	58	19	0	0	1	23	0	6	15	25	2	0	0	0	18	3	81	0	11	55	0	0	0	0	1	2	0	0	24	3	31	0	103	12	38	1	10	0	0	27	4	0	112
"6"	39	58	0	0	5	15	2	5	7	66	38	0	0	58	69	48	6	0	1	30	2	88	0	0	2	0	31	0	3	6	7	0	3	53	1	0	1	11	35	0	1	3	11	2	0	16	13	5	0	0	0	0	7	37	0	14	6	2	0	0	3	27	0	1	0	29	7	59	0	4	4	17	0	50	0	0	60	18	0	61
"7"	16	332	0	11	51	7	0	12	0	9	87	0	6	143	56	55	17	0	0	2	0	92	50	9	83	1	50	0	23	5	0	39	0	47	0	5	9	51	50	5	1	4	20	0	0	3	9	0	27	0	1	0	7	19	11	0	20	0	16	0	1	5	0	38	0	70	19	46	35	51	1	12	0	2	49	0	148	0	4	47
"8"	12	14	1	21	44	3	12	22	1	186	3	0	6	107	59	26	7	0	0	15	0	34	3	4	0	6	8	0	20	5	20	20	0	15	1	1	0	61	6	0	7	1	9	5	0	14	11	33	1	1	0	0	4	40	0	4	10	1	15	1	0	16	0	14	0	1	18	56	2	78	2	15	0	0	26	0	35	2	9	128
"9"	22	30	0	0	7	0	0	1	0	40	104	0	0	128	41	34	2	1	0	0	0	48	5	19	42	2	0	0	8	14	0	26	10	19	1	1	6	29	7	5	7	1	8	5	0	3	21	49	0	0	11	14	1	56	0	12	46	1	0	0	0	15	1	8	0	2	15	85	0	20	7	0	0	1	0	0	51	6	0	54
"10"	10	14	0	0	34	10	6	2	0	20	134	3	5	63	69	8	32	0	6	0	0	33	0	10	29	12	3	0	4	0	3	8	5	7	0	1	0	44	6	0	0	4	1	16	20	10	7	0	0	0	0	0	0	124	1	16	5	0	11	0	0	0	0	6	1	1	11	69	0	12	12	27	0	1	5	0	31	19	0	79
