"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	37	33	45	1	4	293	74	21	56	3	80	130	23	1	18	9	8	42	24	81	0	0	0	22	18	99	0	0	0	25	179	197	82	12	39	28	15	69	2	193
"2"	21	70	41	22	14	77	47	9	37	6	24	104	11	9	1	3	11	14	17	105	3	18	1	66	3	21	0	0	0	23	102	99	80	25	0	40	15	60	13	36
"3"	35	6	317	4	11	743	0	1	18	13	22	25	14	0	0	0	1	2	2	53	1	0	3	16	5	13	0	0	0	23	61	70	20	0	12	6	5	49	44	35
"4"	14	25	7	0	22	7	49	60	28	5	99	142	26	34	4	2	3	54	30	67	0	2	15	26	17	69	0	24	0	6	55	98	134	18	10	10	17	125	28	58
"5"	43	77	31	11	0	66	70	54	11	34	108	115	20	23	6	26	0	80	34	76	7	1	1	43	35	248	7	0	0	21	100	213	114	0	0	18	17	71	78	41
"6"	18	19	23	40	0	236	9	16	20	6	15	67	13	9	0	12	1	56	78	48	0	0	14	30	7	20	3	0	1	49	31	67	54	0	11	6	2	68	59	39
"7"	48	44	12	0	0	145	0	7	0	21	100	43	9	11	0	0	8	13	53	93	1	0	16	11	1	86	6	0	0	17	90	78	53	15	0	7	13	81	24	40
"8"	31	15	11	60	5	24	79	9	10	3	133	125	21	0	11	21	8	24	16	93	0	0	20	22	4	71	5	0	0	16	130	140	68	4	7	0	35	97	29	38
"9"	25	14	45	0	2	62	3	45	15	33	47	99	7	17	0	12	1	29	32	119	0	11	0	7	20	84	8	11	4	22	107	180	61	58	10	13	7	134	46	43
"10"	13	10	0	0	2	12	87	62	12	3	30	64	2	37	1	6	12	21	15	88	1	9	10	41	81	62	2	0	0	5	65	121	38	2	1	45	3	116	15	58
"11"	41	19	38	0	0	593	68	0	31	5	51	47	17	32	0	3	2	4	7	39	1	0	2	2	6	61	1	14	1	10	65	121	32	0	4	4	0	92	0	46
"12"	40	28	110	7	0	203	23	8	122	10	107	56	1	3	0	0	15	88	48	44	26	4	3	6	4	71	1	0	0	12	75	127	135	7	36	0	2	99	132	19
"13"	7	0	220	3	22	232	0	16	9	3	36	43	6	4	0	10	1	3	20	54	7	0	4	9	15	26	18	0	0	12	59	69	35	0	0	0	0	20	27	65
"14"	0	30	116	0	4	146	4	4	14	9	29	74	9	8	9	15	22	33	58	74	0	0	3	10	6	65	19	0	0	4	39	145	144	2	10	31	20	50	55	54
"15"	13	1	47	149	0	405	67	0	14	8	42	79	1	0	1	10	9	5	57	23	2	0	5	7	14	37	1	0	1	1	78	77	23	0	9	0	5	50	15	7
"16"	73	45	0	0	38	8	131	29	1	3	69	92	16	0	19	9	9	17	60	64	0	0	9	15	11	39	0	1	0	4	78	87	9	25	0	12	6	78	26	57
"17"	23	0	127	2	31	373	22	27	34	18	144	50	21	13	0	4	6	7	26	35	0	0	3	7	50	69	33	5	10	33	57	49	44	2	3	11	25	67	47	35
"18"	39	3	77	0	0	731	24	2	38	41	5	54	26	16	0	33	1	27	42	75	1	0	0	16	4	23	8	0	0	12	136	55	49	2	3	62	27	44	24	69
"19"	27	78	15	5	5	92	0	10	12	22	76	141	10	14	0	9	1	24	19	71	25	2	0	26	12	53	0	0	4	15	46	153	39	15	26	18	8	55	106	38
"20"	29	42	21	52	13	41	12	19	10	21	19	71	10	6	0	4	32	116	81	117	3	6	16	32	20	58	8	0	0	78	108	178	56	38	17	3	5	80	24	37
"21"	1	0	27	0	17	307	62	37	17	2	41	181	27	35	5	9	54	13	38	143	0	0	2	6	9	75	0	2	0	32	77	212	32	18	38	30	19	145	57	89
