"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	0	32	5	6	15	27	0	106	0	0	20	0	7	1	1	21	13	7	16	0	43	0	6	0	2	30	11	24	0	24	0	0	10	0	1	0	2	0	0	0	41	1	49	22	1	33	0	11	0	47	0	2	26	0	56	0	8	0	0	0	0	1	4	3	1	9	6	0	25	18	12	0	0	0	4	13	0	3	14	0	20	0	19	0	21	0	0	1	13	6	0	0	0	113	4	0	4	0	0	86	0	0	0	2	1	0	10	2	10	2	0	9	0	0	0	0	54	1	0	11
"2"	0	5	159	0	0	232	0	182	2	4	0	0	197	25	0	0	9	0	30	0	20	0	10	0	7	16	0	22	0	10	2	0	33	11	0	0	0	0	2	2	12	0	1	29	38	37	3	0	0	10	6	4	2	0	36	5	4	81	0	10	0	0	15	2	9	0	9	0	9	53	10	2	0	0	22	1	0	22	44	7	4	0	2	0	20	8	0	0	13	20	0	9	0	10	1	16	49	0	2	40	0	1	0	0	0	0	8	8	8	22	0	20	0	0	9	0	14	1	0	10
"3"	0	70	45	31	0	102	0	57	0	0	514	0	8	0	0	0	7	3	3	0	12	1	2	0	0	18	0	12	0	0	13	0	4	0	0	0	14	0	0	0	0	0	3	9	0	33	2	14	0	4	7	0	5	0	19	11	2	0	0	0	0	0	2	0	14	0	4	0	0	11	6	1	0	0	2	0	0	0	16	0	0	0	0	0	8	0	0	0	1	0	0	0	0	5	1	2	36	0	23	0	0	0	0	0	0	2	9	0	7	0	0	19	0	0	0	0	2	0	0	2
"4"	5	28	14	0	0	8	1	0	0	303	0	0	35	0	0	20	76	0	36	0	76	7	5	1	0	20	0	49	0	35	18	0	13	8	3	0	1	1	0	7	9	0	36	4	17	6	0	9	0	77	9	5	4	2	52	1	17	15	0	0	0	0	0	8	6	0	0	0	39	8	119	4	0	0	20	5	0	0	2	2	3	0	12	1	15	0	0	0	40	0	0	0	1	35	9	2	16	0	30	16	0	0	0	14	0	0	1	0	53	7	2	1	0	5	0	0	6	4	0	6
"5"	0	133	0	27	0	0	0	32	0	1	109	0	6	2	0	6	15	0	19	0	118	0	1	0	2	58	20	14	0	5	5	0	12	0	0	1	0	0	0	69	30	5	11	9	0	20	0	1	10	15	15	0	11	0	73	0	39	4	0	12	0	1	0	18	84	0	18	19	12	41	14	2	0	1	3	19	6	7	6	10	1	0	6	0	1	0	3	0	0	7	0	4	9	36	21	5	35	0	3	29	0	0	0	0	4	0	4	0	92	14	0	42	0	0	0	12	57	14	2	5
"6"	0	11	15	0	32	11	14	1	3	195	0	0	3	3	0	0	80	13	8	0	18	8	0	0	19	50	0	17	6	22	15	0	54	0	0	0	24	0	0	1	19	0	3	49	10	61	2	4	0	83	17	3	6	0	42	0	5	23	0	5	0	0	34	7	17	0	38	8	3	61	3	0	0	9	61	2	0	14	34	6	10	0	18	0	42	0	5	0	39	6	0	0	2	31	81	0	90	0	8	93	0	0	0	4	0	0	13	0	60	7	0	4	0	0	0	0	13	20	0	8
"7"	6	6	4	0	0	23	0	0	0	18	33	0	7	0	0	12	186	0	29	0	6	0	0	0	2	22	0	50	0	8	0	0	4	0	0	0	7	0	0	0	34	0	8	13	5	34	1	14	0	52	1	28	8	0	25	12	29	5	0	0	0	0	0	3	16	0	8	1	21	54	6	1	0	12	48	6	0	13	32	2	15	0	9	0	14	0	0	0	18	17	0	0	1	2	52	18	26	0	1	60	0	0	0	7	1	6	0	0	17	3	0	7	0	9	0	0	13	0	0	13
"8"	9	39	23	0	0	66	0	58	0	66	15	0	6	0	0	0	20	0	48	0	38	0	0	0	9	30	0	15	11	1	5	0	2	0	1	0	1	0	10	0	5	0	39	57	4	29	7	5	0	37	27	19	9	0	47	4	27	25	0	0	6	0	5	7	54	0	12	0	6	59	47	0	0	0	27	4	0	6	6	0	22	2	1	25	10	0	0	0	5	18	0	28	14	59	5	26	15	0	13	30	0	0	0	0	0	0	10	0	19	11	9	15	0	22	0	0	15	24	4	9
"9"	0	245	1	6	0	0	4	11	0	106	8	0	139	9	0	0	4	0	25	0	8	8	0	0	6	38	0	76	0	28	1	10	56	4	0	1	7	0	5	0	79	0	13	40	0	77	25	5	0	93	21	0	3	0	67	5	4	3	0	1	0	0	0	3	19	0	12	0	26	121	11	10	0	0	11	0	0	10	2	0	12	0	26	0	10	0	0	0	22	57	0	1	7	36	12	21	20	0	47	38	0	0	0	14	0	1	1	0	59	3	0	18	0	4	0	6	56	3	14	2
"10"	0	57	24	0	0	6	1	0	148	6	17	212	0	0	0	44	53	3	66	5	13	0	8	0	3	35	2	5	0	38	3	0	30	0	0	0	1	0	0	0	33	0	13	10	1	39	0	5	0	46	16	13	0	0	7	10	32	15	0	0	17	7	2	46	40	0	67	0	19	82	16	2	0	0	34	19	0	1	3	0	2	0	0	0	0	0	0	1	1	52	0	2	0	27	3	13	18	0	22	36	0	0	0	0	0	0	7	0	30	3	11	9	1	3	0	0	14	7	0	1
