"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	5	30	4	17	0	1	0	129	5	5	0	0	105	5	15	0	0	0	0	0	0	0	2	0	0	7	8	0	2	0	2	6	0	0	0	0	21	34	8	0	0	0	0	0	3	15	0	1	9	14	0	0	14	0	25	0	5	0	0	0	0	0	0	0	0	25	0	2	3	0	3	6	5	48	0	10	1	0	19	0	0	22	0	14	0	26	1	4	4	0	3	2	6	0	1	1	9	11	0	0	2	6	2	0	37	12	11	14	0	3	0	0	25	0	0	3	0	0	32	0	55	2	18	0	13	8	9	0	54	0	42	3	13	0	28	0	0	11	29	0	0	0	0	0	0	0	6	4	0	0	0	0	1	0	0	1	50	0	1	0
"2"	0	29	2	6	6	0	9	40	0	0	51	3	0	0	0	1	87	0	0	10	0	0	47	0	0	3	31	0	0	22	0	33	5	0	0	0	33	0	11	0	0	30	16	0	0	28	0	1	3	6	0	0	3	3	151	0	16	4	58	7	3	0	0	0	22	3	64	8	6	1	49	10	36	16	0	0	2	0	31	5	4	49	0	12	0	48	2	0	10	7	0	0	45	25	4	6	14	3	0	0	0	16	1	2	14	2	0	0	0	2	3	1	30	3	0	0	1	6	9	0	8	19	4	0	18	0	28	0	27	1	26	29	1	0	63	0	0	32	7	0	0	0	0	0	0	5	14	6	10	0	29	0	20	0	0	26	83	0	7	0
"3"	0	39	17	14	0	0	0	1	0	96	0	0	171	25	0	2	76	0	3	0	0	0	10	0	0	2	12	0	0	14	0	79	9	7	1	0	4	0	2	0	0	2	31	1	0	23	0	2	4	10	0	0	10	0	24	0	23	0	19	0	0	0	0	0	11	15	19	2	0	0	9	7	53	63	0	1	4	0	29	21	13	31	0	1	0	13	0	0	2	0	0	1	24	1	7	4	0	18	1	0	0	19	2	6	15	1	2	0	0	1	0	0	18	11	0	0	12	0	14	0	5	26	1	0	9	1	22	0	7	0	52	3	1	0	43	0	0	5	6	0	13	0	0	0	0	0	0	2	5	0	1	0	95	0	0	43	47	0	0	9
"4"	0	44	7	66	4	0	0	6	0	0	0	0	48	24	26	0	3	1	0	2	2	0	43	0	2	11	26	0	3	39	4	65	1	0	4	0	39	12	5	0	0	0	15	0	0	12	0	0	28	8	0	0	9	2	39	1	0	0	14	2	0	0	0	1	4	16	1	8	0	0	0	0	15	22	0	2	12	0	4	0	38	44	8	2	41	25	44	0	59	0	1	0	13	5	1	35	16	3	0	0	1	3	0	5	5	0	5	27	0	13	0	0	10	1	0	0	1	8	51	0	12	35	2	1	36	0	13	0	17	0	12	2	11	0	15	0	0	0	16	0	0	0	0	0	0	2	0	38	0	7	18	3	20	0	0	6	46	0	2	0
"5"	0	0	32	9	33	8	1	0	0	0	1	1	0	1	0	0	130	0	0	0	0	0	14	0	3	7	6	0	2	49	8	2	12	0	21	0	39	9	5	0	0	11	5	0	10	15	0	4	0	3	4	0	2	0	34	0	0	2	4	0	0	0	0	0	17	17	8	7	1	5	1	0	21	7	0	3	3	0	9	0	23	62	16	2	0	23	1	0	55	10	9	0	20	10	0	0	29	2	0	0	2	16	0	0	1	0	0	0	26	7	0	0	62	0	0	0	9	0	8	0	5	18	0	0	21	0	9	0	22	5	9	46	2	0	12	0	0	3	1	0	0	0	23	0	0	0	4	6	5	0	0	1	13	0	0	8	6	0	18	0
"6"	6	0	11	17	46	0	0	0	0	53	54	0	8	21	0	0	3	0	0	0	1	0	18	0	3	0	12	4	0	48	53	105	2	2	0	0	43	5	25	0	0	7	1	0	0	47	0	1	2	65	0	3	21	0	3	0	4	0	7	1	1	0	4	0	1	18	7	20	0	10	0	11	7	44	0	0	2	0	56	0	4	36	3	22	2	37	5	0	21	0	0	0	1	0	6	10	18	4	0	0	0	23	0	7	61	0	1	0	33	11	0	0	37	0	0	0	1	3	7	2	31	0	17	0	60	3	25	0	63	0	17	12	0	1	15	0	0	12	4	0	0	0	0	0	0	0	2	4	1	0	32	2	37	0	0	9	41	0	21	0
"7"	0	23	25	0	2	22	14	0	0	0	0	0	205	2	0	0	152	0	0	0	0	0	16	0	0	2	44	0	12	66	18	4	0	8	12	0	96	30	76	0	0	2	1	1	1	13	0	0	0	33	0	0	4	0	56	0	0	0	8	0	0	0	12	0	2	20	8	4	3	0	0	0	57	28	0	1	9	0	12	0	30	76	0	4	0	29	2	0	28	10	0	13	6	3	3	9	11	8	0	0	0	4	0	19	51	2	0	0	3	23	0	0	9	4	0	0	0	0	105	0	1	10	11	0	17	2	32	0	55	0	15	0	21	0	42	0	0	5	0	0	0	0	0	0	0	0	0	11	1	0	2	33	3	0	0	27	44	1	0	0
"8"	0	158	0	102	9	14	5	1	0	0	0	0	3	9	0	10	337	1	0	0	0	0	22	0	0	9	2	0	0	8	0	57	0	0	0	0	28	9	6	0	0	0	1	14	3	12	0	4	0	50	3	11	41	0	25	0	0	0	13	0	0	0	4	0	0	5	8	1	1	9	13	2	28	65	0	0	18	4	0	0	1	17	3	4	0	35	0	0	25	69	9	0	55	26	0	0	0	15	1	0	0	36	0	4	34	0	0	0	0	25	0	0	18	4	1	0	0	36	30	0	0	19	12	0	14	0	17	5	60	3	8	26	22	0	19	1	0	26	0	0	0	0	0	0	0	1	0	12	0	0	1	0	6	0	0	23	52	0	0	0
"9"	9	149	0	22	0	0	0	547	27	0	0	0	36	6	29	0	0	0	10	0	0	0	33	1	0	15	9	0	1	66	1	8	0	0	0	0	19	3	18	0	0	0	31	0	0	4	0	0	0	15	1	2	42	7	27	5	0	2	6	0	0	0	0	0	9	40	11	2	1	0	2	0	11	41	0	0	4	3	19	0	0	75	0	30	6	13	12	0	38	0	0	0	10	10	15	0	0	1	0	0	7	16	0	0	4	0	7	0	0	34	0	0	27	0	0	0	5	0	2	0	0	13	2	9	26	13	1	34	17	0	72	18	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	36	1	0	4	6	9	0	0	7	9	0	5	0
"10"	0	27	17	0	0	0	0	2	0	0	0	13	5	0	0	0	26	0	0	0	0	0	26	7	0	9	14	0	0	40	29	5	11	3	0	0	3	8	32	0	0	0	10	1	1	5	0	2	0	16	0	0	0	0	32	4	0	1	3	4	0	0	0	0	20	24	4	0	5	1	3	0	15	40	0	2	12	4	3	2	0	33	7	2	0	26	0	0	44	0	16	13	33	19	0	7	3	6	0	0	0	0	0	13	4	0	0	17	0	53	0	0	7	3	0	0	1	0	3	4	8	8	1	9	52	2	47	0	19	1	15	2	0	0	34	4	0	32	8	0	0	0	0	0	0	1	0	3	0	0	8	1	7	0	0	5	18	0	0	1
"11"	0	28	11	102	5	1	1	0	0	5	0	0	11	82	0	4	0	2	0	0	0	0	74	0	0	2	2	0	6	7	1	2	8	4	0	0	17	13	0	0	0	0	0	0	1	12	0	1	1	30	6	0	7	7	10	0	0	0	14	0	0	0	5	0	0	6	2	10	0	3	0	0	17	10	0	0	9	0	12	0	1	15	0	7	0	18	0	0	22	5	14	4	22	12	19	2	2	0	0	0	2	12	5	5	8	0	2	2	0	2	0	0	8	0	0	0	6	0	9	0	2	18	1	0	78	0	41	0	3	0	2	10	1	0	39	1	0	13	6	0	0	0	0	0	0	0	0	1	0	0	9	5	34	0	0	2	10	1	5	0
"12"	0	0	139	14	1	0	0	0	0	0	34	10	0	14	0	0	19	0	0	0	0	0	13	4	0	7	54	0	0	15	0	13	1	0	1	0	40	2	0	0	0	2	38	4	31	9	0	0	0	10	1	0	0	0	26	0	0	0	4	0	0	0	1	0	21	16	3	0	17	0	0	9	96	25	0	0	26	0	8	0	9	10	9	2	0	31	0	0	10	0	3	0	2	7	0	0	10	4	0	0	0	26	1	22	1	0	0	2	1	4	1	0	23	1	4	0	0	3	2	5	0	2	0	27	3	0	29	0	30	0	37	1	1	0	3	0	0	78	13	0	0	0	4	0	0	6	24	12	0	0	21	6	39	0	0	4	18	0	24	0
"13"	0	17	0	124	7	0	0	96	16	0	0	5	0	20	0	0	0	0	3	0	0	0	25	0	9	20	7	0	0	12	0	3	6	0	0	0	57	3	1	0	0	0	6	2	0	28	0	0	0	27	6	0	3	29	22	0	0	1	12	0	0	0	0	0	33	32	19	17	1	1	1	27	14	14	0	4	6	0	4	0	1	76	4	3	0	14	0	0	62	5	22	9	31	3	6	1	2	16	0	0	0	5	0	3	26	0	0	28	0	0	4	0	21	8	0	0	5	5	8	0	1	7	29	39	29	0	4	0	9	0	44	1	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	12	4	0	16	5	1	0	0	3	20	0	15	0
"14"	0	36	5	169	32	5	0	75	0	0	2	119	0	7	0	1	0	1	5	0	0	0	40	0	0	1	4	0	0	17	0	0	1	0	0	0	21	0	2	0	0	0	8	0	7	0	0	1	0	18	4	0	2	0	46	0	18	4	31	0	2	0	3	0	6	13	2	0	0	1	1	0	18	54	9	46	4	0	0	14	0	2	8	3	1	7	0	0	50	0	12	4	30	8	0	1	4	14	0	11	1	54	0	10	0	0	0	0	2	1	0	0	11	0	1	0	5	0	4	0	0	24	10	0	79	0	12	4	29	0	16	11	6	0	3	1	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	57	30	0	0	0
"15"	0	20	0	30	0	0	0	452	47	2	0	0	19	65	0	0	0	0	0	0	0	0	18	0	1	6	6	0	0	9	1	0	19	0	0	0	14	0	10	0	0	0	12	0	11	9	0	8	9	4	0	4	17	0	1	0	1	0	3	0	0	0	0	0	2	16	5	0	7	3	1	0	16	36	0	0	0	0	20	0	1	4	7	4	2	17	1	0	1	0	5	2	33	0	0	0	12	4	0	0	1	7	0	28	11	0	0	0	0	7	0	0	3	0	0	0	0	0	1	0	0	22	1	3	19	0	2	2	11	0	1	1	0	0	15	0	0	13	0	9	0	0	0	0	0	0	0	0	6	5	30	0	35	0	0	5	15	0	0	0
"16"	0	1	63	74	0	7	0	0	6	0	23	6	4	4	0	0	92	0	0	0	20	0	23	0	0	4	37	0	0	42	0	10	52	3	0	0	76	83	8	0	0	0	1	0	0	19	0	5	0	8	4	0	3	3	13	5	0	22	9	0	0	0	1	0	1	21	3	0	18	0	3	1	27	72	0	16	6	0	20	0	0	24	14	32	0	23	0	0	39	0	3	0	12	31	0	6	3	16	0	0	0	8	0	17	8	1	1	4	3	10	0	0	3	1	1	0	5	3	8	2	3	32	0	0	17	5	12	2	43	2	11	2	40	0	25	0	0	14	5	0	0	22	0	0	0	8	43	0	0	0	87	0	25	0	59	34	39	0	4	0
"17"	2	23	1	27	0	3	5	16	0	0	0	0	1	0	0	0	24	0	0	0	0	0	6	0	0	3	36	0	0	16	0	32	0	19	0	0	13	4	18	0	0	14	22	0	1	6	0	0	0	64	0	0	5	0	6	0	0	0	3	5	0	0	34	0	2	14	9	0	19	28	0	0	57	9	0	4	3	0	11	4	3	69	0	6	18	40	0	0	33	0	0	0	34	4	0	12	0	42	0	1	0	20	0	3	20	1	1	0	0	0	0	0	20	2	9	0	0	5	2	0	3	26	1	6	18	0	21	14	3	0	26	9	2	0	13	5	0	41	0	0	0	0	0	0	0	0	0	0	1	19	28	13	11	0	0	15	29	9	0	0
"18"	0	0	321	1	0	14	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	14	21	1	17	7	0	0	7	0	0	3	0	0	0	14	2	3	0	0	1	22	0	0	31	0	2	8	9	1	1	9	1	9	0	0	0	3	3	0	0	0	0	3	4	15	17	3	1	0	2	36	7	0	0	10	0	23	0	0	16	0	6	0	29	1	0	40	0	2	0	12	5	0	8	11	12	0	0	0	47	0	13	20	0	3	3	0	2	0	0	4	0	0	1	3	0	0	0	1	2	2	4	25	0	10	1	16	0	33	26	3	0	42	0	0	23	0	0	0	0	0	0	0	0	1	1	1	0	1	0	16	0	0	13	0	0	0	0
"19"	0	41	35	0	0	0	0	18	2	2	0	0	79	113	0	0	36	0	21	0	0	0	26	0	10	6	35	2	3	35	0	14	34	0	0	0	138	27	1	0	0	0	1	4	5	7	0	0	0	32	0	9	7	0	16	0	0	4	1	0	0	0	0	0	3	25	5	38	1	5	7	0	20	12	0	46	21	0	5	0	15	55	0	58	0	45	2	0	88	0	2	1	6	24	0	8	17	36	0	0	0	18	1	4	29	0	2	0	2	9	0	0	51	1	0	1	1	0	9	0	29	31	2	0	18	0	12	15	60	8	70	1	15	0	34	6	0	17	16	0	0	0	0	0	1	0	0	22	8	2	1	12	19	2	0	46	23	0	0	0
"20"	0	63	4	0	0	1	0	12	6	4	0	0	367	0	0	0	51	0	0	0	0	0	41	0	4	7	11	44	0	9	0	6	10	0	1	0	70	2	1	0	0	0	4	2	0	17	0	4	0	20	6	0	12	0	3	2	0	0	10	0	9	0	3	0	10	28	5	0	0	0	0	0	8	40	0	0	9	0	3	0	0	4	2	19	0	41	1	0	2	0	4	4	11	3	0	22	2	2	0	0	1	18	0	17	18	0	1	0	0	6	0	0	21	0	8	0	0	0	9	0	0	8	0	6	28	0	17	0	26	0	67	3	0	0	8	2	0	56	3	0	0	0	0	0	0	0	0	2	1	0	8	8	21	0	0	1	80	0	0	0
"21"	0	14	27	2	76	11	0	1	6	0	0	0	19	37	0	36	0	0	0	0	0	0	17	0	2	5	8	0	0	34	11	5	0	0	0	0	70	5	0	2	0	0	5	0	1	34	0	0	0	12	0	4	6	3	20	0	1	0	13	0	0	0	0	0	28	24	14	9	3	0	7	0	8	35	0	0	18	0	3	0	7	0	0	10	0	29	0	0	43	0	5	0	3	24	1	0	17	3	0	0	4	11	0	25	5	1	0	0	2	0	0	0	61	0	1	0	1	1	17	0	1	5	0	0	4	0	2	5	15	0	12	1	0	0	6	0	0	6	0	0	4	0	0	0	0	0	4	4	0	1	6	21	9	0	0	1	34	0	5	0
"22"	0	0	38	335	5	20	0	0	0	7	8	0	0	10	0	0	1	0	0	0	0	0	17	0	0	3	2	0	26	62	12	18	0	0	0	0	26	19	1	0	0	0	0	0	8	14	0	12	1	44	3	0	13	1	26	0	0	0	1	0	0	0	0	0	1	30	19	8	2	0	1	7	12	9	0	1	0	0	6	0	3	53	1	1	0	47	0	0	24	0	0	0	44	3	0	5	2	30	0	3	0	4	0	31	42	2	0	5	0	30	0	0	95	20	13	0	9	0	11	0	9	20	9	0	42	0	6	0	11	0	2	2	1	0	4	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	11	2	31	0	4	4	1	0	0	0
"23"	0	75	16	52	3	1	0	13	0	1	0	0	29	8	0	0	0	5	0	0	0	0	24	0	0	3	11	0	0	38	47	49	0	0	0	2	16	17	31	0	0	14	1	0	0	6	0	3	0	86	12	6	117	0	50	0	1	0	6	3	0	0	1	0	21	13	37	1	7	20	7	0	12	34	0	0	7	0	3	1	25	22	1	8	0	34	0	0	22	0	1	3	14	50	0	51	7	31	0	0	0	43	1	1	5	0	1	14	8	2	4	0	104	1	0	0	3	0	5	0	8	67	28	27	27	6	0	0	4	0	20	57	19	0	11	4	0	5	21	0	0	0	0	0	0	1	0	3	4	5	3	0	23	0	0	15	31	0	6	0
"24"	0	16	29	17	0	0	9	7	0	0	0	8	18	0	0	0	27	0	0	17	0	0	81	0	0	4	5	2	0	18	22	23	0	0	0	0	66	3	3	0	0	4	5	1	3	12	0	17	0	31	0	0	5	0	47	0	32	0	26	0	0	0	0	0	4	3	9	4	5	0	3	1	66	9	0	31	13	0	6	0	0	35	31	37	0	17	0	0	28	5	29	3	40	4	8	18	54	12	0	0	0	33	1	2	14	0	2	2	1	9	1	0	8	0	0	0	4	0	4	0	2	10	4	4	10	0	2	0	14	7	57	8	9	0	27	0	12	4	0	0	0	0	0	0	0	0	2	40	0	0	0	0	1	0	3	29	103	20	1	0
"25"	0	30	1	143	25	0	0	9	0	0	12	0	3	32	2	1	28	0	0	0	0	0	19	0	0	0	44	0	0	41	0	81	4	1	0	0	78	20	36	0	0	0	10	3	2	9	0	1	0	18	4	0	25	1	61	0	0	12	6	0	2	0	0	0	0	3	12	15	22	4	24	0	33	54	0	0	0	8	23	0	2	59	0	0	0	6	0	2	46	7	10	0	32	3	51	28	4	12	0	4	0	49	0	7	0	0	1	1	0	9	0	0	36	11	0	7	2	0	3	0	7	80	6	2	136	1	48	0	31	1	26	25	3	0	35	0	0	13	3	0	0	0	0	0	2	0	0	28	8	0	5	35	22	0	0	63	20	0	0	0
"26"	0	4	77	85	0	36	0	0	0	11	0	0	532	31	0	0	28	0	0	3	0	0	29	0	0	0	56	0	0	44	0	57	0	0	0	0	48	1	31	0	1	0	1	0	0	8	0	0	0	14	0	0	11	1	10	1	0	6	3	0	0	0	0	0	13	27	2	2	6	0	0	0	35	0	0	0	9	0	3	0	1	26	0	0	0	14	0	0	12	0	0	0	10	36	1	1	1	12	0	0	0	2	0	83	28	0	3	0	0	11	0	0	1	3	0	0	1	0	14	0	11	1	0	0	49	0	4	0	7	1	27	16	7	0	41	22	0	17	11	0	0	0	0	0	0	0	0	5	0	0	0	7	8	0	0	2	7	0	24	0
"27"	0	95	6	0	0	0	0	0	1	0	0	0	71	0	0	0	40	0	0	0	8	0	11	3	2	2	42	0	0	8	17	12	2	0	8	0	1	11	26	0	0	3	5	0	2	10	0	0	0	9	0	0	15	2	34	0	0	4	23	0	3	0	0	0	19	35	12	29	8	1	6	0	45	22	1	4	27	0	40	0	2	47	1	65	0	17	1	0	19	0	0	3	14	18	0	0	14	13	0	0	0	41	0	22	20	0	1	7	0	5	0	0	28	8	0	6	9	0	3	0	0	59	4	2	56	0	14	1	13	1	34	2	3	1	37	0	0	60	6	0	0	0	0	0	0	0	0	3	3	0	14	5	39	0	9	16	62	0	20	0
"28"	0	2	1	340	2	0	0	104	0	0	0	0	4	162	0	0	0	2	0	0	0	0	12	0	0	21	20	0	0	6	0	18	3	0	0	0	29	3	11	0	0	0	4	0	0	46	0	0	0	46	0	0	0	9	8	0	6	0	23	0	0	0	0	0	0	13	21	1	0	0	0	0	35	7	0	4	4	0	101	0	25	37	0	0	0	9	13	0	9	8	1	0	4	0	1	1	8	11	0	0	1	1	0	0	2	0	1	0	0	0	0	0	37	0	0	0	2	0	15	0	10	0	0	2	106	0	3	7	41	0	21	3	2	0	7	0	0	0	0	0	0	0	0	7	0	0	0	1	0	17	15	0	8	0	0	11	28	1	1	0
