"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	94	33	11	253	58	0	0	4	13	57	110	1	62	99	16	114	0	0	77	1	4	5	3	40	12	0	6	0	27	46	2	16	7	17	2	130	19	23	22	0
"2"	14	12	1	8	67	23	0	51	117	59	92	0	32	102	30	183	0	5	123	4	39	4	2	17	6	5	22	0	22	33	1	4	1	44	1	158	99	46	23	6
"3"	40	13	7	9	1	14	0	0	30	40	124	0	73	58	34	116	23	4	49	9	15	13	20	19	1	0	12	0	23	72	5	5	0	36	0	63	38	33	37	2
"4"	7	153	434	3	2	0	0	0	9	122	71	0	44	41	4	113	2	13	64	34	49	13	0	9	3	0	0	0	9	34	0	23	1	10	3	110	41	10	3	0
"5"	4	57	121	7	0	2	0	11	66	75	88	0	38	144	7	89	0	22	45	1	6	5	0	15	2	1	24	1	13	61	0	9	0	5	0	89	38	20	9	2
"6"	56	26	0	17	0	0	3	12	58	90	86	5	50	46	30	104	0	5	146	0	12	16	0	28	1	0	7	0	23	47	0	2	25	7	9	78	122	66	2	15
"7"	5	59	80	2	27	0	14	0	26	51	69	0	55	153	10	69	2	17	130	22	27	19	5	19	13	0	44	0	6	18	0	1	1	7	8	95	56	2	37	0
"8"	18	3	93	0	7	95	0	0	73	183	108	0	47	123	5	136	0	34	124	0	4	27	12	59	4	30	19	0	25	112	0	0	0	32	12	72	72	27	27	7
"9"	32	33	73	23	1	0	3	34	131	251	192	0	131	177	10	160	0	10	119	49	17	14	0	18	52	0	11	12	81	38	0	15	0	11	2	36	50	27	71	0
"10"	28	71	203	0	10	1	0	12	29	115	92	0	39	229	8	63	0	27	56	24	15	38	0	13	2	0	0	0	28	62	0	0	3	27	3	40	45	14	23	0
"11"	128	17	1	70	2	2	6	0	29	75	165	9	87	111	28	187	0	2	76	50	12	32	23	80	8	0	3	1	50	165	10	19	6	32	7	108	144	10	42	0
"12"	79	2	22	4	0	26	3	3	134	39	166	0	119	145	10	108	0	32	88	56	0	13	0	44	20	0	11	0	25	26	0	4	0	22	3	51	50	65	35	0
"13"	29	21	34	0	35	8	0	0	36	88	117	0	53	105	10	143	16	0	46	38	7	34	0	25	4	13	12	1	4	24	2	1	0	44	10	56	23	20	43	0
"14"	107	0	4	36	51	1	4	1	67	211	92	0	140	242	17	83	0	21	79	1	0	51	0	24	3	0	9	0	66	72	1	0	21	18	10	157	47	13	29	4
"15"	19	297	134	12	19	4	0	1	24	45	32	0	18	88	21	58	0	1	60	7	15	35	0	26	5	0	6	0	59	30	0	0	5	34	1	72	14	6	16	24
"16"	22	19	18	38	0	6	0	14	99	48	82	1	48	114	2	58	0	29	60	13	10	31	7	14	19	5	10	0	18	25	8	1	0	71	4	36	39	65	42	2
"17"	10	1	22	36	28	0	31	0	23	140	102	7	103	95	7	121	0	7	107	2	0	22	0	33	10	1	11	0	36	86	0	6	3	56	19	135	34	29	40	4
"18"	55	0	57	10	2	1	14	17	8	118	145	0	90	122	8	79	1	8	169	28	17	18	8	13	4	1	16	6	29	66	14	8	3	94	9	104	32	66	76	3
"19"	2	300	335	4	0	6	0	0	10	75	131	0	133	144	2	170	0	5	90	2	16	29	0	21	3	0	10	5	10	46	1	3	0	38	34	72	47	13	15	8
"20"	85	0	0	182	0	522	0	133	115	142	57	0	17	55	41	157	0	0	81	1	1	1	1	23	7	3	6	4	33	7	0	3	1	40	0	66	14	31	0	0
