"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	0	134	0	1	201	46	14	1	6	0	32	0	46	55	0	8	8	5	26	25	13	123	0	0	29	1	2	13	0	48	0	0	6	3	24	0	0	60	84	1
"2"	0	0	29	132	21	0	84	5	111	7	98	3	93	75	10	80	2	0	83	113	9	220	3	8	82	11	26	32	7	30	7	0	72	36	52	10	11	168	264	0
"3"	23	1	66	29	3	144	0	10	39	2	45	0	51	34	1	11	21	0	65	57	12	383	1	61	67	43	12	98	2	3	10	6	78	27	88	3	4	58	198	13
"4"	4	1	0	14	177	0	90	0	54	0	81	0	84	89	7	27	25	0	70	25	17	202	1	0	72	60	14	10	0	51	0	0	66	23	37	0	3	148	189	14
"5"	0	1	0	1	93	11	3	3	21	29	27	13	37	85	6	6	24	0	63	95	3	141	15	6	30	52	4	24	9	83	1	9	59	30	17	1	3	45	127	0
"6"	2	3	0	283	93	2	31	29	13	2	83	0	38	116	4	26	2	0	58	103	14	201	0	1	34	9	8	36	3	21	2	5	55	83	44	8	0	179	109	9
"7"	0	14	0	45	245	0	152	0	15	0	11	1	130	84	0	2	9	19	32	41	32	141	2	0	36	9	9	72	0	30	1	0	10	45	19	2	1	21	199	0
"8"	0	10	0	4	1561	0	19	0	0	0	0	0	3	9	0	14	0	0	0	5	0	73	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	18	0	0
"9"	4	0	1	435	22	0	7	0	33	0	17	0	73	35	0	4	4	0	42	20	7	126	3	25	74	0	17	21	0	3	0	0	38	23	11	4	0	39	61	0
"10"	9	3	11	22	168	0	30	13	8	7	59	0	86	47	26	34	2	0	26	49	19	131	4	0	34	25	1	18	0	14	1	0	21	17	35	0	1	74	112	0
"11"	0	5	0	2	32	12	1	28	187	1	51	4	59	50	1	12	6	6	63	59	10	150	1	3	28	21	26	1	43	7	12	1	37	49	7	0	5	39	167	3
"12"	6	0	0	51	87	10	9	25	275	2	40	1	51	60	0	20	3	0	61	131	6	159	2	3	63	35	27	79	32	10	3	6	41	45	17	3	1	44	118	0
"13"	5	0	0	24	94	7	6	6	7	12	35	0	105	33	0	17	2	6	78	85	8	198	0	8	39	6	4	40	0	10	0	0	75	49	16	6	13	46	152	0
"14"	8	0	31	0	3	12	6	13	42	32	51	21	82	56	13	10	2	42	34	68	1	183	14	0	26	2	60	30	2	23	0	0	59	20	25	13	9	73	96	0
"15"	9	1	79	10	5	3	1	15	42	0	37	10	43	96	34	23	10	1	45	97	4	265	13	0	98	22	4	42	4	59	22	5	49	28	35	24	3	61	349	0
"16"	0	0	0	64	128	0	140	10	47	0	66	0	55	43	1	21	0	0	22	52	3	66	0	0	10	4	5	20	0	7	0	0	16	61	9	4	3	52	148	0
"17"	1	10	1	176	3	6	5	57	65	6	57	0	80	159	7	60	1	0	56	145	35	224	3	0	65	2	17	31	0	34	0	6	71	35	62	15	0	173	186	9
"18"	62	0	6	6	0	25	7	3	7	1	49	0	63	97	25	8	1	1	42	75	18	179	2	4	18	7	8	38	4	5	0	1	72	25	9	43	1	48	191	4
"19"	0	29	0	57	161	56	4	0	38	2	40	6	21	69	4	8	14	0	27	107	4	141	3	47	51	25	94	112	10	8	15	1	18	75	9	16	0	39	148	2
"20"	14	0	0	64	27	63	0	5	173	1	67	0	26	86	22	12	1	0	45	58	8	218	12	2	25	14	5	37	0	24	7	0	50	24	24	1	24	20	136	11
"21"	3	0	69	208	4	1	0	0	10	1	27	2	126	55	0	18	2	0	135	68	0	194	13	2	30	13	5	86	0	6	0	0	81	12	13	4	9	54	171	9
"22"	3	8	3	132	1	12	15	18	89	11	60	0	151	210	2	72	9	0	37	237	56	195	0	6	18	47	11	29	17	19	0	13	9	28	19	0	7	53	142	0
"23"	38	10	9	84	56	0	5	6	265	0	73	0	37	79	0	11	16	1	48	153	15	152	0	0	73	35	0	38	5	69	4	0	48	16	37	8	2	166	192	0
"24"	1	1	0	34	58	0	26	6	124	0	18	4	39	61	0	57	25	17	78	152	0	143	0	0	18	61	2	54	6	18	18	3	68	73	9	1	13	71	232	0
"25"	17	15	0	1	26	40	0	0	37	0	35	0	133	93	20	41	23	17	66	123	44	208	3	3	36	43	10	7	24	34	35	3	108	79	58	1	29	139	219	0
"26"	24	6	2	26	7	4	1	30	57	0	59	0	58	69	1	11	1	0	100	63	2	371	4	3	21	30	27	47	16	7	2	2	67	29	92	39	6	90	158	0
"27"	16	0	0	39	314	0	103	7	4	14	36	0	86	107	10	46	8	18	86	100	8	178	0	0	84	80	20	77	0	105	0	0	27	46	7	36	13	65	157	22
"28"	0	0	2	8	0	54	0	29	73	0	73	25	52	92	5	17	0	5	53	193	2	191	35	8	85	95	11	60	0	70	0	0	43	46	21	35	8	57	167	0
"29"	12	12	24	16	4	0	0	11	29	13	15	1	43	17	7	12	18	5	56	51	0	166	13	0	41	32	2	14	1	10	2	3	46	48	54	0	10	72	144	0
"30"	10	7	7	10	3	88	0	4	7	4	75	0	103	64	14	14	8	24	70	110	0	278	0	0	31	8	14	15	1	13	0	13	36	90	146	15	0	98	229	0
"31"	0	59	0	54	367	2	53	2	57	0	86	0	95	40	9	12	0	0	92	102	16	125	0	0	29	32	74	23	2	60	0	1	64	65	40	42	5	85	198	0
"32"	0	0	5	2	1	84	30	2	53	14	5	0	138	73	6	17	10	0	108	76	15	150	0	27	72	7	20	33	2	8	9	1	21	33	27	3	16	66	105	0
"33"	0	2	0	357	1	1	1	2	39	19	31	4	61	47	0	11	6	0	26	59	12	116	0	0	17	30	2	5	2	9	16	1	15	43	26	5	5	70	50	1
"34"	26	0	0	335	60	0	0	0	25	14	133	6	49	87	34	3	38	7	41	52	3	192	0	4	45	32	10	20	1	36	0	3	27	45	29	6	9	89	153	2
"35"	1	71	0	22	0	103	5	62	402	11	80	30	99	67	0	108	9	0	59	204	11	125	19	6	26	4	30	23	8	25	1	7	62	103	16	4	1	54	124	0
"36"	0	197	0	7	126	110	0	44	25	0	21	0	36	57	22	10	2	2	21	59	0	85	6	0	38	23	11	25	3	12	3	0	45	7	15	7	0	50	134	0
"37"	0	36	0	0	88	0	1	0	0	0	61	4	109	41	0	34	2	36	85	22	9	248	3	0	3	27	16	36	2	17	0	4	33	30	17	5	4	84	142	1
"38"	0	27	0	247	0	19	0	3	33	1	29	0	63	62	11	28	3	12	69	26	1	215	7	17	66	129	8	88	0	11	0	13	55	59	37	16	0	60	149	11
"39"	0	0	9	849	0	3	0	24	7	2	18	0	10	6	18	1	7	0	77	31	0	99	0	0	6	9	1	35	0	6	0	0	34	51	12	6	6	34	50	6
"40"	2	0	0	51	1	61	0	3	62	23	9	61	52	42	0	72	50	0	60	95	12	148	23	2	109	67	2	28	13	43	2	0	127	104	24	8	8	85	212	0
"41"	19	0	0	25	84	2	14	57	121	0	58	0	58	151	7	31	0	1	24	87	32	133	1	5	73	11	1	34	3	37	32	18	27	88	18	4	38	169	176	1
"42"	0	0	16	36	22	10	1	4	43	3	28	0	41	36	0	32	4	2	127	107	1	125	0	9	26	14	18	20	33	24	3	1	49	64	16	4	7	45	101	0
"43"	2	0	2	118	2	39	10	50	154	7	59	0	111	45	14	7	39	6	142	63	13	292	0	3	54	33	0	60	1	5	52	15	25	95	43	8	0	103	239	1
"44"	15	0	1	55	10	0	6	2	89	0	119	0	139	49	0	31	2	14	105	106	10	242	7	3	49	23	13	163	3	45	0	53	38	44	16	8	6	81	197	0
"45"	3	0	20	21	1	74	0	0	53	40	95	1	132	178	0	22	28	4	82	174	3	218	36	2	15	32	33	27	6	19	0	0	39	60	14	8	43	187	205	0
"46"	14	0	4	32	55	4	25	30	21	7	43	2	40	102	11	26	9	5	149	36	7	239	7	0	17	8	8	43	7	5	0	4	63	63	16	0	5	67	225	4
"47"	1	0	7	34	19	0	1	0	42	29	53	16	108	108	12	20	4	1	78	109	28	241	1	2	41	29	1	23	9	33	0	5	49	30	48	32	7	83	159	9
"48"	20	0	10	242	68	0	43	0	35	2	81	1	18	48	7	43	1	2	117	109	5	348	0	0	50	12	24	72	3	27	2	0	40	35	72	14	5	95	193	0
"49"	0	0	0	317	66	1	10	0	3	0	68	0	23	42	3	26	2	0	73	71	10	208	0	0	3	46	6	23	1	25	0	0	24	29	8	0	9	67	112	0
"50"	0	1	1	13	208	35	83	3	40	1	88	0	46	47	0	63	23	0	23	42	2	178	0	9	43	7	30	10	3	31	7	8	17	39	45	0	27	144	127	0
"51"	4	8	1	64	19	6	15	1	95	19	60	7	106	53	28	50	23	0	77	127	33	269	0	0	59	1	10	38	1	39	0	2	93	44	34	28	3	58	253	13
"52"	8	16	0	8	183	33	16	3	8	0	34	0	90	166	16	51	25	19	39	78	2	285	0	1	20	13	3	42	1	14	2	4	44	47	45	4	7	135	294	8
"53"	19	5	2	46	36	28	0	0	17	11	88	4	67	31	1	34	0	0	61	31	24	261	41	0	75	12	50	30	22	11	0	20	72	33	30	0	3	39	288	1
"54"	1	0	22	0	0	42	2	11	235	3	32	0	177	96	10	21	4	0	111	159	28	120	7	0	37	88	13	10	11	18	0	3	103	68	27	23	0	105	199	7
"55"	0	3	5	41	26	12	0	6	14	12	52	12	40	43	9	34	32	4	27	62	3	184	2	6	9	4	4	21	18	10	2	0	78	85	8	2	2	84	194	0
"56"	6	5	64	0	142	17	126	9	12	10	77	0	133	68	0	26	1	9	83	75	2	252	1	0	56	29	34	24	10	72	5	52	65	5	35	5	12	74	278	0
"57"	22	9	0	0	375	21	34	0	1	32	43	14	64	38	0	47	43	0	41	63	2	239	0	12	35	10	39	85	0	6	0	1	35	24	3	1	0	64	196	6
"58"	0	68	0	7	49	34	9	17	53	1	39	3	114	43	8	15	6	3	101	151	3	220	3	0	49	24	10	54	10	19	0	0	76	77	23	14	1	151	117	1
"59"	0	19	19	6	17	41	1	36	239	32	51	0	97	76	0	16	0	0	41	160	2	325	4	0	25	43	11	19	26	15	9	0	27	124	48	1	21	114	148	5
"60"	4	0	5	29	33	23	9	44	76	0	56	0	42	44	0	32	7	9	33	93	7	105	5	2	58	43	0	10	3	30	5	3	71	15	25	10	6	69	105	0
"61"	5	25	2	59	1	10	0	12	82	3	52	0	82	44	0	45	0	5	82	42	8	132	3	2	39	26	0	14	5	7	0	16	36	24	16	19	1	22	132	0
"62"	26	0	25	43	1	8	0	7	62	6	14	4	98	27	6	46	8	2	43	56	3	200	0	1	20	22	42	62	5	19	12	37	27	82	20	3	2	115	101	0
"63"	17	0	5	202	16	0	55	15	20	0	81	0	63	56	3	4	2	27	62	151	15	209	7	6	21	41	2	25	14	27	17	4	25	12	21	2	2	112	172	0
"64"	3	4	0	40	147	14	30	10	110	1	32	0	48	46	34	17	8	11	78	56	22	380	0	4	70	60	0	22	0	31	14	9	82	142	77	17	0	54	203	0
"65"	0	20	0	96	167	12	19	23	35	4	83	0	69	42	0	16	6	1	91	120	55	192	5	0	26	81	17	60	6	3	7	1	62	35	42	0	1	109	170	1
"66"	2	12	0	86	3	49	0	0	36	11	45	0	30	38	0	5	4	0	81	61	0	124	25	4	14	35	26	56	12	1	1	0	46	9	50	14	3	67	102	0
"67"	0	95	0	66	164	2	0	6	56	19	32	7	50	32	0	32	0	0	33	79	1	208	0	3	11	16	21	79	14	3	0	11	14	12	4	11	8	25	76	0
"68"	2	4	0	17	6	101	0	0	125	24	101	0	67	58	1	12	19	14	92	59	25	119	0	0	11	13	2	28	0	28	13	8	23	20	28	1	13	39	201	0
"69"	0	4	12	121	0	45	1	0	112	10	60	0	68	143	0	9	3	2	75	104	1	287	44	1	8	2	6	109	15	14	11	2	72	47	38	8	1	68	309	0
"70"	0	19	0	1	1	104	18	151	667	1	30	9	27	71	0	16	0	0	15	65	0	155	11	0	9	25	11	14	23	1	0	0	58	31	22	0	9	55	69	0
"71"	6	2	2	20	1	7	2	9	68	3	31	0	75	121	2	73	28	2	79	140	18	208	0	1	40	10	14	17	10	8	0	4	101	37	11	5	35	47	197	1
"72"	0	6	1	8	3	59	2	7	58	20	53	16	85	101	3	58	4	0	39	101	21	179	8	0	25	32	15	26	0	27	2	2	46	52	23	4	5	79	315	0
"73"	3	39	0	168	25	0	36	26	208	24	41	0	57	67	1	28	1	3	48	100	1	172	0	6	2	5	11	43	2	39	0	0	28	86	64	2	2	18	167	0
"74"	0	10	0	29	27	2	0	7	30	0	97	0	41	54	0	67	5	0	22	23	18	123	0	9	38	59	14	34	2	21	0	1	54	40	26	1	18	94	208	0
"75"	5	0	16	0	25	28	11	86	72	20	65	0	88	126	18	58	12	9	55	162	35	214	1	0	104	76	10	68	0	50	0	4	54	71	21	51	4	126	183	0
"76"	47	0	0	306	118	4	16	8	32	10	26	0	74	109	0	46	0	11	33	144	14	217	38	0	23	35	4	45	31	10	3	0	40	62	31	6	3	37	197	0
"77"	11	4	9	67	70	1	11	7	17	41	43	0	58	32	0	17	12	3	102	155	29	144	0	0	30	7	15	37	14	36	0	0	63	74	12	1	14	28	154	7
"78"	3	0	0	227	176	1	26	0	22	4	39	4	45	45	2	36	0	2	76	60	34	112	0	1	17	24	11	105	0	6	6	8	42	20	82	18	12	36	116	1
"79"	15	1	16	0	43	25	50	129	192	1	131	0	26	48	0	2	18	3	46	71	3	292	0	0	46	10	0	17	0	18	13	18	126	47	34	7	11	106	151	0
"80"	1	1	0	57	162	0	5	12	35	0	52	0	123	75	14	32	0	2	32	24	2	172	0	0	22	15	0	45	4	19	2	0	50	86	8	4	26	48	135	15
"81"	12	12	0	0	46	4	10	2	73	0	96	14	48	70	5	27	0	1	93	68	2	120	0	0	41	4	11	65	12	2	1	7	48	31	13	12	2	44	138	0
"82"	4	31	0	128	224	2	51	0	1	22	20	0	50	62	41	28	0	23	199	82	22	291	1	14	21	18	2	26	22	42	0	5	22	29	14	50	5	137	269	0
"83"	1	3	0	44	56	10	18	4	127	8	18	3	53	60	0	13	9	5	107	19	3	165	8	0	58	9	6	95	1	0	0	0	34	67	23	1	1	34	96	0
"84"	0	11	0	436	14	38	10	36	1	1	24	3	30	41	0	12	0	2	19	63	0	156	0	0	46	4	12	44	19	11	0	3	62	32	21	1	5	27	150	1
"85"	3	22	16	7	72	36	16	17	53	2	62	0	48	76	0	23	5	4	27	109	20	260	2	0	18	34	7	41	4	67	4	4	39	74	54	13	0	56	240	2
"86"	0	80	0	7	243	50	23	14	17	3	179	0	92	80	18	43	3	0	59	115	0	269	2	1	46	15	10	32	0	14	12	2	51	107	37	3	25	88	164	0
"87"	0	5	7	18	111	13	7	22	22	10	54	1	29	72	0	87	6	1	26	71	7	152	17	0	119	3	5	53	0	43	0	20	33	3	38	16	26	84	194	8
"88"	0	15	0	114	1	84	0	0	9	3	53	0	82	107	3	28	15	18	105	95	10	233	0	2	45	9	12	12	0	5	8	12	61	119	28	2	10	49	148	0
"89"	0	0	13	12	9	0	6	76	105	3	36	0	82	16	0	12	13	3	34	73	17	173	1	0	27	36	12	26	7	25	0	2	51	49	3	15	0	52	106	0
"90"	0	15	0	77	1	30	0	4	58	8	55	5	63	32	5	36	45	8	118	92	0	149	19	0	24	18	0	46	0	30	1	1	22	39	4	3	5	50	167	0
"91"	0	117	0	729	107	2	3	24	40	0	106	12	50	48	1	29	10	0	34	79	1	169	0	0	23	11	2	44	0	11	6	0	28	20	3	1	5	82	84	0
"92"	0	0	16	206	33	3	1	0	32	3	73	0	81	97	16	12	6	13	102	68	35	372	20	11	70	41	8	24	0	47	10	2	57	48	22	21	0	100	168	0
"93"	9	3	0	369	105	0	23	3	63	24	9	20	75	87	3	17	14	0	79	91	0	285	0	1	128	0	13	51	0	31	6	0	43	94	40	6	14	86	139	0
"94"	0	125	0	238	27	108	0	22	100	11	19	4	37	46	0	0	5	0	35	93	10	131	0	3	5	13	14	55	17	13	0	1	61	14	52	22	0	81	145	0
"95"	0	3	1	12	33	14	1	14	123	10	38	0	103	66	2	23	4	0	106	88	68	312	15	0	18	29	16	43	29	66	43	1	92	80	52	34	0	67	281	1
