"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	21	292	142	0	32	0	0	28	154	0	0	85	1	0	15	11	6	0	0	53	6	44	74	0	0	11	86	1	44	3	10	0	0	5	0	0	0	1	3	0	7	1	5	1	35	0	52	6	0	0	6	0	45	0	0	82	2	3	0	46	39	88	40	0	0	0	63	0	6	40	3	0	9	19	33	11	0	39	25	98
"2"	1	13	24	0	193	13	27	255	0	33	2	2	0	0	14	16	1	2	0	146	1	14	50	0	0	8	51	0	14	2	18	0	0	0	4	7	0	0	35	0	0	6	1	0	72	3	87	2	1	0	11	0	48	0	2	51	1	12	7	14	31	78	16	7	0	0	88	0	33	27	0	0	11	50	152	40	12	0	0	65
"3"	1	104	36	0	103	71	0	403	0	8	0	0	0	1	63	2	1	0	0	24	0	9	39	0	0	1	26	0	48	0	0	1	0	0	0	0	1	0	6	0	0	0	4	0	74	0	26	8	1	0	60	0	31	0	0	88	0	2	0	15	8	17	3	0	1	0	61	0	2	77	0	0	0	16	74	65	19	0	4	48
"4"	0	62	15	0	266	28	37	3	8	19	10	34	0	1	12	34	3	2	0	74	1	37	6	0	0	31	50	2	65	3	25	2	9	0	0	0	0	0	2	1	4	0	0	0	35	0	63	4	0	0	8	2	26	0	2	113	0	12	0	6	0	39	44	0	0	0	35	0	54	25	1	0	0	25	45	41	9	0	1	120
"5"	4	8	12	0	0	0	0	1702	11	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	10	3	0	0	0	0	0	8	0	3	0	0	0	1	0	0	0	0	6	1	2	0	0	11	0	2	27	0	0	0	23	12	1	0	0	0	27
"6"	39	19	55	0	115	26	16	20	5	0	11	6	0	2	10	3	5	34	11	36	28	9	20	0	0	0	66	6	60	1	1	0	0	0	0	0	0	0	10	0	5	13	0	31	57	0	22	0	1	1	9	0	18	0	0	65	0	9	0	1	6	38	5	49	0	0	41	0	47	52	0	29	1	8	73	4	0	0	0	147
"7"	3	30	21	0	295	149	13	64	0	0	0	5	1	0	3	68	5	16	0	124	0	7	68	14	9	12	43	2	103	0	22	4	0	0	31	1	0	0	0	0	0	1	1	9	34	10	51	0	0	0	36	0	56	2	0	78	0	31	30	15	38	34	31	1	3	1	63	0	23	100	0	0	0	14	80	74	33	3	0	27
"8"	1	0	40	1	216	1	282	7	84	0	0	48	0	0	10	14	3	3	0	35	1	39	4	0	0	2	41	0	31	6	1	4	0	1	0	0	0	0	3	0	5	7	7	0	25	1	8	26	0	1	21	0	7	0	2	42	0	1	0	25	11	9	11	4	0	20	43	2	1	18	0	4	0	53	55	61	0	0	11	72
"9"	0	11	57	12	153	63	37	37	0	0	1	1	0	0	6	76	0	8	2	117	7	27	32	0	1	14	94	0	69	1	51	4	0	8	17	3	0	0	0	41	5	0	0	0	55	21	13	1	1	0	23	0	50	0	3	68	8	6	0	29	9	77	1	2	0	0	62	2	17	91	1	4	0	57	96	11	0	0	5	70
"10"	0	97	55	1	0	20	0	128	48	2	25	0	1	0	20	1	0	3	8	53	46	26	32	0	17	23	17	11	81	4	54	21	1	1	0	0	0	0	7	0	2	0	6	0	82	12	23	18	0	0	87	0	64	0	0	52	0	0	4	19	0	79	3	0	0	0	86	0	64	46	1	1	0	65	57	72	0	0	58	168
"11"	23	136	140	0	0	8	13	2	630	0	24	0	5	0	0	6	0	0	0	7	7	0	2	1	0	35	24	2	0	0	20	6	0	0	0	0	4	0	1	0	5	0	2	0	54	1	14	0	0	0	3	6	15	1	0	8	0	0	0	8	6	2	2	0	0	0	62	1	8	30	2	0	0	27	3	0	0	0	1	29
"12"	1	41	48	0	218	39	8	4	0	0	8	0	0	0	11	0	0	0	0	45	0	12	6	0	3	11	10	4	67	0	52	0	0	6	0	0	0	0	4	0	7	0	1	0	42	7	12	38	1	0	2	0	11	0	1	9	0	0	0	20	6	45	8	3	0	0	16	0	20	23	0	0	0	9	74	11	9	0	0	98
"13"	83	353	197	0	0	13	0	223	0	38	0	22	2	0	29	62	0	0	0	8	1	31	1	0	0	5	50	1	55	0	15	0	0	20	1	0	0	0	2	1	2	0	5	0	14	2	10	3	0	0	2	0	20	0	0	54	0	1	0	31	0	56	19	60	0	31	43	0	9	25	0	0	0	2	13	14	1	0	3	42
"14"	0	1	60	62	315	0	8	91	2	0	6	0	0	3	5	10	1	0	60	65	6	9	9	10	0	0	47	5	36	0	16	1	0	0	0	0	4	1	6	2	0	0	0	0	109	0	54	4	0	0	66	0	37	0	0	23	0	17	0	23	22	99	12	1	0	0	56	0	3	29	0	0	0	41	45	17	7	0	3	26
"15"	4	127	6	0	10	105	21	0	29	0	0	33	0	0	6	12	0	2	4	51	31	15	18	9	9	0	66	0	48	0	16	2	0	0	0	0	0	0	0	0	21	0	0	0	32	4	33	1	13	0	7	0	11	0	0	12	0	0	0	11	1	18	19	0	0	10	8	0	6	16	5	0	1	6	40	58	0	0	0	91
"16"	19	550	47	0	22	195	2	113	1	0	0	0	0	0	21	18	0	24	0	28	0	9	10	0	6	2	18	6	85	0	10	17	0	0	0	0	3	0	2	2	5	0	0	13	51	24	2	17	0	0	5	0	27	0	0	2	0	0	0	73	4	82	20	0	0	0	31	3	0	23	0	9	0	18	149	32	1	0	0	41
"17"	1	32	4	0	916	23	36	0	27	0	0	31	0	0	0	2	1	0	0	71	0	5	23	1	0	0	19	0	45	7	0	9	1	0	0	0	0	0	0	0	3	1	25	0	88	0	25	8	0	0	3	0	3	0	0	35	0	1	8	13	0	114	26	0	1	0	36	0	32	56	0	0	1	15	122	6	18	0	0	98
"18"	3	51	42	0	49	14	0	732	0	87	6	9	0	0	7	1	0	0	0	38	10	0	22	9	0	0	43	0	26	0	0	1	0	3	0	0	1	0	0	8	11	0	0	3	7	8	3	22	0	0	1	0	15	0	0	35	0	10	0	2	0	62	1	0	0	0	24	0	1	42	5	1	0	18	31	29	2	0	0	39
"19"	0	69	21	21	441	8	34	31	0	1	4	5	0	0	22	63	5	5	3	49	1	15	16	0	0	25	48	0	19	4	6	0	13	0	0	0	2	20	1	0	2	0	1	0	27	1	27	0	0	0	39	0	58	4	0	48	0	2	0	11	0	92	14	0	0	3	9	0	63	1	8	0	0	38	106	57	14	0	0	71
"20"	13	155	142	1	79	1	20	179	48	8	0	0	1	4	6	14	0	0	0	13	3	12	28	1	0	0	77	11	11	0	30	5	25	1	0	0	0	0	0	0	10	5	0	0	75	2	31	4	7	2	8	0	23	0	4	93	0	58	20	36	5	63	30	13	0	0	65	2	30	48	0	1	0	26	49	18	5	0	5	73
"21"	0	2	0	0	2	1488	0	14	6	0	0	0	5	0	5	0	0	0	0	4	0	29	4	0	0	5	3	0	0	0	18	0	0	0	0	0	10	1	0	0	0	4	0	0	14	2	0	0	0	0	6	0	1	0	0	2	0	2	0	1	0	5	7	1	0	0	2	0	4	0	0	0	0	4	73	58	39	0	0	76
"22"	5	392	23	0	39	98	0	17	86	0	0	122	0	0	24	63	0	8	4	67	0	21	9	3	5	1	84	3	28	2	34	0	3	0	5	1	0	0	7	0	4	1	1	2	24	1	60	18	2	0	4	0	9	0	0	28	0	40	0	3	1	38	49	1	0	0	19	0	36	22	2	3	1	9	52	4	2	0	1	193
"23"	11	34	192	0	558	0	0	29	1	15	0	6	0	0	30	14	0	3	5	36	14	29	4	0	0	0	17	0	22	1	4	4	0	1	0	0	0	1	14	0	0	1	5	0	37	0	28	0	0	0	1	0	8	0	0	10	0	25	7	11	1	36	4	31	0	0	15	0	41	42	0	0	0	7	29	36	7	0	0	75
