"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	6	44	0	3	0	282	0	0	27	129	0	291	0	0	5	1	1	40	36	0	0	25	53	1	0	1	20	1	14	24	64	0	45	0	40	68	37	43	7	0	0	10	7	0	4	45	51	20	0	8	7	5	0	27	1	28	8	0	29	0	21	1	3	5	0	34	0	9	0	23	0	50	0	28	67	0	18	21	49	0
"2"	17	0	172	2	19	0	0	0	285	67	0	32	41	10	1	0	12	27	48	0	9	0	12	9	0	0	2	6	0	0	15	0	17	0	41	34	19	10	1	0	0	4	32	0	1	32	64	11	4	18	149	27	8	97	48	10	3	0	14	0	2	7	26	3	10	50	0	5	12	8	0	86	0	33	28	0	19	0	63	0
"3"	61	0	0	0	0	32	21	0	0	0	5	0	492	0	0	0	89	18	66	0	0	0	1	13	0	0	21	0	1	14	43	0	55	0	62	76	1	37	5	0	0	9	43	0	0	61	109	0	0	28	28	1	10	14	3	14	32	0	3	0	6	24	0	47	0	42	0	1	3	16	22	83	0	16	35	7	0	1	8	0
"4"	16	0	0	0	0	213	0	0	5	19	12	18	62	0	3	2	1	73	18	0	0	0	0	0	0	0	8	34	2	7	58	0	12	1	15	65	0	10	0	0	0	20	33	0	1	65	75	40	0	50	5	2	3	22	2	0	10	18	10	0	5	7	19	8	0	6	0	4	4	23	0	32	0	24	27	5	1	9	3	0
"5"	47	3	0	60	0	18	13	0	0	183	0	25	94	37	0	0	3	56	43	0	0	6	35	0	1	1	2	3	3	10	23	0	75	4	55	26	7	19	5	5	0	1	5	0	1	88	91	0	0	50	59	5	0	18	53	41	15	6	16	0	0	0	100	50	0	28	0	15	16	2	9	100	0	53	103	12	3	8	13	0
"6"	2	0	0	0	0	3	1	0	42	93	0	103	70	13	23	0	10	41	20	0	0	0	0	0	0	24	31	1	6	7	45	0	34	0	38	40	16	12	0	0	0	4	17	34	0	63	93	14	0	19	14	13	8	37	9	33	11	4	3	3	28	0	1	8	0	61	0	26	5	0	29	60	0	19	41	0	4	19	7	0
"7"	42	5	5	0	0	23	4	4	10	80	0	38	33	0	0	6	3	82	17	0	14	0	6	1	0	0	10	24	17	1	35	0	0	1	77	63	6	79	8	0	0	0	36	0	0	115	63	36	0	6	4	41	0	34	61	23	33	1	11	2	0	0	43	35	0	64	4	12	12	15	3	40	0	25	98	3	18	4	16	0
"8"	19	2	9	0	0	25	0	1	1	52	0	39	140	1	0	0	18	47	94	6	0	0	3	4	0	0	8	3	17	2	44	0	17	3	97	45	13	26	0	0	0	0	54	0	0	120	114	21	11	33	32	32	5	11	12	14	2	3	40	0	13	0	28	5	0	20	0	21	18	0	1	39	1	15	95	0	0	26	12	0
"9"	43	2	0	0	0	5	117	0	0	41	0	41	50	3	10	0	1	85	61	0	0	7	20	0	0	6	11	34	1	1	73	0	15	0	47	75	38	66	6	1	12	4	63	0	0	38	84	19	0	50	19	70	0	48	7	22	4	6	23	0	9	3	18	7	0	84	0	29	16	36	13	33	4	3	61	1	20	7	58	29
"10"	187	1	0	34	0	84	7	0	55	0	16	45	86	7	17	3	14	34	49	1	0	0	4	0	0	0	57	1	21	33	30	0	39	1	68	27	20	27	16	0	2	0	20	0	1	50	55	38	0	72	14	40	0	30	9	33	28	3	4	0	66	20	14	29	7	33	0	21	2	5	2	18	3	12	41	9	24	1	4	0
