"covariate1"	"covariate2"	"covariate3"	"covariate4"	"covariate5"	"covariate6"	"covariate7"	"covariate8"	"covariate9"	"covariate10"	"covariate11"	"covariate12"	"covariate13"	"covariate14"	"covariate15"	"covariate16"	"covariate17"	"covariate18"	"covariate19"	"covariate20"	"covariate21"	"covariate22"	"covariate23"	"covariate24"	"covariate25"	"covariate26"	"covariate27"	"covariate28"	"covariate29"	"covariate30"
"1"	-0.434666983513597	-2.2778078030677	-2.06741550055861	-1.67034720820829	-2.01391903409389	-1.70421902662331	-0.527403601859151	0.425762996264098	-1.93104063887367	-1.26374716143451	1.33455991115673	0.352757361556074	0.579348079561935	1.40650606783858	1.27737670494546	-0.236474075425721	0.795327077828192	0.900203964844939	-1.08508173061876	-1.9729691092015	-1.89396332719597	-1.16185204772271	0.888656558587986	2.35825498300634	0.227861713886015	1.2435441505813	-0.062372900423751	1.16595683641559	0.578652580418683	-0.155085614106379
"2"	0.598669774876739	0.244615756166134	1.69006180946083	1.87831381322575	0.77121456286658	0.0262266635409946	0.344782143906646	0.503757407118213	-0.551041007796357	0.414995809018226	0.178829441889114	-0.2115492072891	0.363807390663866	1.89549179775711	0.154472985222018	1.19736256006199	0.0260547688818437	-0.959204753536114	0.636374796080636	0.958663500689751	0.714916438636588	-0.592022229549331	-1.15561227482338	-0.808069689255049	-1.13288406980399	0.113619037860499	0.468345297948753	-1.75208884815432	0.82469708444011	0.0484227680883082
"3"	0.227848067711213	-0.144987734563489	0.0869253597115947	-0.933397619814339	-0.900250045013621	-0.540207978448574	-0.738615188753229	0.140498503602753	0.27030052824724	0.974773951237927	0.477874622094582	0.360924644114948	-0.233086457039643	-0.340322285032749	-0.0684778614172287	-1.60351010716418	0.0862432095116525	-0.13481224672097	0.491550098212794	-1.42776559167845	-1.34755458749117	0.444063238166753	0.118883388028138	-1.46343508169842	-0.486909150366467	-1.34697966273328	-1.26862903163506	-0.429563219535529	-0.0651144186001155	0.0310494066615694
"4"	-0.470237028146337	-1.04788145925346	-0.111397662030452	0.286785937629307	-0.457318950674625	0.793749931541147	0.620958150618447	1.03650380860754	0.209926140016682	-0.438464284857674	0.52704236179986	0.374108510732036	0.412777805126521	-0.0830018429796353	-0.281545830072172	-0.976742217507189	-1.46420708597238	-2.11407362239832	-1.93853108772373	-0.528860103938409	-0.705736968446272	-0.742788239857556	-1.35095498413614	-0.0539680514779743	-0.121369992471585	-0.464874517939461	-0.922562039012674	0.233595379624595	-0.00696974545036724	-1.70332165752881
"5"	0.0343375350923034	-0.458702635721035	-0.603114405358891	-0.580531473841304	-0.103497079017689	0.472992146534423	0.156569335615644	0.852526709496785	-0.358414201864927	1.44641682596553	-0.622597901349968	1.22764374762247	-0.0458233175220064	0.186582099336185	-0.331243349878308	0.393143582312429	-0.935224749788647	-1.04835181988012	-0.311061246801369	-0.0815079130738447	0.0597230153594177	0.268500523324968	0.182503130784185	-0.352953369210665	0.403869161315098	-1.44050242608067	1.01034780178218	0.182702447485125	-1.07615836971088	-1.26481196111538
"6"	0.386358291643465	-0.578802471459094	0.54584646702918	0.265042045852269	-0.768013489889952	-1.26316416227237	-1.56606354992088	-0.920770223897664	0.584121886125995	-0.569706031056441	0.690209184644239	0.667648061181797	0.532665054711408	1.02633888403858	1.60406100295413	0.265860992627147	0.740140306168842	1.53958534110876	1.21125527121466	-0.371554357374278	-0.451535663718921	0.04686842351477	0.859330210267353	-0.982147500352385	0.206265258448747	1.27107749776577	-0.447492018565877	0.813858524016519	0.426575094441483	-0.966516297464374
"7"	-0.584646901785143	0.353265246998403	0.213665115559923	0.579635261044864	0.0717760455524053	0.343935910761139	0.601626065609528	0.303712262418487	0.906411397614883	0.132318825887677	1.42463041300149	1.37529459146431	1.91514579399027	1.4227529172975	1.28701198248719	2.10711677601795	0.664496230332351	-0.272737256304386	0.289235261328804	-0.400685942938404	0.22409662790255	-0.114344655495438	0.969828962702642	0.840107816640384	-0.779521105736709	-0.73270136064985	-0.217437002331278	-0.767241726995685	-0.177620927951	1.30600799220687
"8"	0.754585598651917	0.153500803902702	0.201258900822507	1.8476854949824	1.28523498406779	0.251413882586201	0.600947765390142	-1.25582306689119	0.909816869882857	-1.48238525429377	-2.26709939009525	-1.82425173193515	-0.309000683553039	-0.801794595928307	-1.1647291254158	-1.08750264749035	-2.00482103046317	-0.80740176657573	-0.417591619417949	1.03371234544289	1.59247789838705	2.04015420629351	0.629969068181139	0.0787953209082611	0.823216554283564	-0.0652277418344052	1.57261383736133	0.97898835583408	-0.0112775635384966	-0.95419017122235
"9"	-0.680233150375944	0.143521567941096	-1.13505211638669	1.01593660706465	0.612225145968644	-0.19355618050504	-1.37640458592538	-0.812893629540061	1.71029068961922	1.77197188956029	0.831924649467056	0.409417961980196	0.209711504381535	-0.592059122146084	0.324667616974556	0.304570054225225	-0.741185997419174	0.140232817760917	1.14397164568124	0.494668207481687	-0.193578910412749	0.89501519369523	0.630377420905742	0.393063140283266	1.00129733046269	1.92150477410569	0.193414578000314	-0.0676328468419615	0.986174572444106	1.17481271499276
"10"	-0.587176010443631	0.349604604920574	0.266220200490839	-0.537455828854534	-0.421122458659231	-0.823307421350331	0.153345925242106	-0.708651152041871	0.0942375665556367	0.509139200271129	-0.558268788932622	-0.759628869266883	-0.231505752956986	-0.848792000818444	0.241758034631525	-0.887007907865893	-1.47218405263785	0.100159298596092	-0.103671994698009	-0.0216114704230774	-0.408264756551548	0.965837119167208	-0.134772927512578	-1.08137364016659	0.70241282934035	0.122217812126769	0.138956538723251	-0.843585160214741	-1.62558773647628	-0.143386604006118
