"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	98	67	10	0	0	0	52	0	0	0	0	25	13	47	112	0	0	0	3	0	1	1	3	3	0	0	6	14	11	0	7	0	0	5	2	4	1	0	38	1	14	21	11	50	7	0	0	0	61	13	16	78	1	0	2	18	3	12	0	0	11	24	32	0	0	1	71	4	0	2	15	0	0	7	3	3	0	33	26	0	70	70	0	8	3	23	19	1	0	0	0	3	0	0	5	3	0	2	0	32	0	8	0	34	4	42	0	0	0	0	4	2	32	0	15	24	0	36	0	6
"2"	17	33	1	0	0	0	50	6	0	0	0	75	311	27	13	0	0	5	0	0	7	0	0	19	0	0	0	5	0	0	35	0	0	5	0	1	1	0	20	0	4	32	0	27	21	1	0	0	35	3	11	17	8	0	1	1	24	0	13	0	32	23	37	1	0	0	3	0	5	27	1	7	0	0	1	0	0	11	9	0	28	29	0	0	0	13	16	1	0	0	0	2	0	13	0	0	0	0	0	21	2	2	4	7	4	14	0	4	0	0	0	20	8	0	67	16	0	16	5	2
"3"	10	132	6	0	0	0	7	3	0	0	0	784	3	10	44	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	16	0	0	0	0	2	0	1	1	0	0	0	0	0	0	24	0	2	0	0	0	0	8	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	10	7	0	0	0	0	26	0	0	0	0	0	0	33	0	0	0	0	0	10	0	1	0	0	0	2	0	0	0	0	0	0	0	0	18	1	1	7	0	0
"4"	17	67	14	0	0	33	0	0	0	848	0	3	8	24	100	0	12	17	0	0	49	0	3	0	0	0	15	16	0	0	20	0	0	21	2	0	4	0	12	0	1	1	0	7	21	0	0	0	66	2	2	1	19	4	0	3	7	0	3	0	4	7	27	0	0	0	4	5	3	30	0	0	16	46	4	0	0	9	3	0	47	75	10	0	1	16	15	24	20	0	0	0	0	0	3	0	0	0	0	10	0	37	9	2	0	23	0	0	0	7	2	0	54	1	39	0	1	6	0	8
"5"	32	37	7	0	0	0	0	3	0	82	0	240	17	129	17	0	0	0	0	0	0	0	1	0	0	0	7	5	0	0	0	0	0	7	1	0	0	0	22	0	1	1	6	12	0	0	0	5	17	0	16	1	0	0	1	17	0	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	16	23	0	34	12	24	9	0	11	10	0	0	0	0	9	0	0	0	4	0	0	0	20	0	0	7	2	2	18	23	0	0	0	8	13	35	0	5	8	0	0	0	8
"6"	39	92	34	0	0	0	1	0	0	0	0	31	2	125	99	0	16	0	0	0	0	0	11	0	0	0	28	5	12	0	9	0	0	9	13	0	6	1	13	0	2	21	2	9	7	0	0	4	55	8	9	26	0	11	1	48	0	0	1	3	19	2	14	0	0	0	17	6	0	28	15	17	0	0	2	12	0	42	38	10	25	43	0	0	0	48	35	13	3	0	0	2	0	7	1	0	6	0	0	15	3	5	3	35	36	1	4	21	1	4	12	21	67	0	11	59	0	21	0	18
"7"	57	148	80	0	0	0	41	0	0	15	0	14	0	40	6	0	34	29	0	0	1	0	12	9	0	0	43	2	0	1	38	0	0	10	27	18	0	45	62	6	0	2	4	26	3	9	0	4	34	0	5	6	3	0	2	8	0	0	27	20	0	16	51	2	0	1	6	0	0	16	19	0	0	1	0	0	0	71	38	0	31	191	0	1	1	72	102	0	0	0	0	5	0	0	0	0	17	0	0	56	0	37	3	24	1	11	0	0	0	0	3	1	36	0	19	19	11	32	0	29
"8"	8	9	1	7	0	6	11	39	0	0	0	18	447	12	18	2	3	0	0	10	1	2	2	1	0	2	10	1	0	28	18	2	0	3	0	1	3	0	25	0	0	3	2	24	0	0	0	2	33	0	3	4	16	0	1	5	0	0	1	16	9	51	16	0	0	0	0	9	0	3	5	0	0	0	7	10	0	20	2	0	31	20	0	0	1	13	8	1	0	0	0	18	0	0	0	0	0	6	0	14	0	4	1	0	0	11	0	0	0	2	2	0	22	9	49	48	0	10	0	6
"9"	12	4	8	0	0	0	4	0	0	3	3	20	0	70	35	0	24	0	0	6	9	0	18	1	0	1	10	0	7	0	9	1	0	7	5	2	2	0	24	0	0	14	25	9	4	8	0	1	18	11	17	2	0	1	2	7	6	15	2	4	20	5	21	0	0	0	58	42	0	3	9	0	1	3	11	0	0	16	4	0	37	14	0	2	22	5	17	0	8	0	0	19	0	44	0	2	0	0	0	31	0	4	26	17	5	23	0	1	0	0	0	14	41	5	52	50	1	57	0	3
"10"	1	54	4	4	0	4	55	7	0	0	0	37	101	62	65	0	1	0	0	0	1	0	1	11	0	40	0	43	1	0	7	0	0	7	30	14	1	0	6	26	1	16	11	47	0	0	0	0	21	0	5	5	5	1	9	28	9	0	10	20	10	18	86	0	11	0	2	13	0	5	4	0	0	0	18	2	1	12	90	0	123	19	1	3	7	80	12	1	4	0	3	0	33	2	0	0	0	0	0	33	0	18	34	110	4	24	0	3	0	0	0	96	4	2	21	18	31	54	3	4
