"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	0	9	1	0	0	0	12	0	165	235	30	24	83	19	58	75	0	18	55	115	10	16	1	0	0	4	21	87	0	0	0	27	27	14	0	30	0	0	21	19	1	65	0	59	83	0	39	15	59	10	1	22	15	0	0	0	0	1	13	9	1	0	3	0	94	1	1	18	0	2	0	10	3	15	23	40	32	0	0
"2"	0	0	15	14	9	0	10	18	0	42	375	0	19	7	36	57	25	2	4	11	8	67	57	0	0	1	8	31	25	0	3	20	7	0	7	1	32	2	0	26	27	0	18	6	48	25	0	19	51	11	0	7	3	2	0	2	0	0	4	21	0	0	0	0	0	65	4	0	5	0	14	2	4	0	2	0	4	13	0	2
"3"	0	2	0	2	0	0	0	3	0	14	74	21	4	10	54	72	26	20	12	0	2	51	0	3	0	0	20	45	56	5	8	0	45	8	3	9	31	16	3	6	9	0	42	0	34	18	0	16	0	11	28	0	31	4	3	10	45	0	0	52	5	3	0	0	3	76	0	0	1	7	3	0	2	0	8	1	2	127	0	7
"4"	0	0	61	2	0	67	0	9	13	30	3	0	0	24	56	86	59	1	38	24	25	65	0	3	0	1	12	9	44	6	0	0	3	6	32	0	32	1	0	0	15	1	26	21	46	32	0	59	4	1	2	0	6	12	1	3	3	8	0	6	79	0	0	0	1	87	0	0	9	1	1	0	3	6	14	16	7	106	0	0
"5"	0	7	328	0	1	2	0	3	33	3	12	84	12	93	38	69	59	13	19	28	12	23	1	0	1	0	33	47	54	0	0	1	4	19	4	1	15	9	7	21	14	0	58	0	59	55	27	69	38	4	1	14	4	3	0	0	0	0	2	0	4	4	0	28	4	30	1	0	11	0	16	0	3	0	9	0	10	111	0	3
"6"	13	0	139	6	0	1	0	1	3	46	8	3	13	170	39	74	49	10	7	10	18	91	14	0	0	0	20	17	17	7	4	10	3	0	1	0	17	9	4	29	8	1	101	1	35	10	0	52	9	17	6	0	46	0	0	26	0	0	0	1	6	0	0	0	5	77	0	2	6	0	6	0	2	0	15	0	0	48	0	0
"7"	4	0	0	2	12	51	0	0	5	191	20	0	40	80	13	39	17	15	59	12	9	82	1	0	0	4	23	2	48	5	0	0	1	3	1	0	2	1	0	7	5	0	62	0	37	21	0	178	2	0	3	0	6	0	0	0	3	0	0	1	19	0	20	0	0	84	0	27	7	6	8	0	3	0	22	12	22	55	0	10
"8"	0	10	28	1	0	0	21	0	64	29	18	1	23	67	39	70	31	27	31	22	48	116	2	7	0	0	18	39	72	0	0	0	7	10	16	0	20	9	0	29	26	13	82	6	106	59	11	30	0	38	6	0	62	14	0	0	9	0	0	5	20	0	0	0	1	262	39	0	1	0	30	0	3	19	3	4	21	103	0	3
"9"	0	0	0	112	10	0	1	1	15	2	0	38	20	32	27	57	39	21	0	26	1	76	0	1	1	0	26	59	79	18	15	0	15	0	1	0	3	2	1	30	61	0	71	10	42	19	15	29	66	4	0	1	32	6	0	1	1	0	0	34	11	1	0	1	0	108	6	4	1	2	32	0	0	2	13	15	6	111	0	0
"10"	0	6	114	0	1	0	0	0	1	47	1	18	51	106	7	57	55	51	1	30	1	46	3	0	0	0	79	56	63	52	0	0	34	5	34	9	27	1	0	24	13	3	125	4	39	50	2	46	21	21	26	0	29	13	0	23	7	0	0	32	9	0	0	1	0	191	1	0	1	2	17	0	5	18	15	0	12	220	10	40
"11"	0	0	17	1	2	36	6	0	17	12	0	74	10	77	6	73	51	20	1	28	22	36	3	14	8	2	19	61	66	5	3	2	9	1	27	14	69	21	5	2	22	0	40	6	62	37	0	34	4	22	12	0	7	32	0	1	8	0	0	39	6	1	0	0	0	48	5	4	0	0	15	0	0	1	5	28	9	139	4	0
"12"	0	0	10	207	0	23	0	0	0	109	131	18	6	20	10	22	91	5	7	20	55	68	11	13	0	0	65	12	36	1	23	1	36	46	0	23	11	0	0	25	37	0	92	0	38	95	0	96	22	11	2	0	12	1	0	20	0	0	0	13	9	0	3	0	0	67	1	0	0	0	10	0	2	0	28	8	34	159	0	0
"13"	0	12	390	3	0	0	0	0	0	152	225	3	1	21	2	86	71	97	7	29	5	25	0	3	0	0	29	8	50	70	7	0	8	0	9	2	29	0	1	17	35	0	43	0	30	37	0	18	0	3	2	0	3	21	0	1	46	5	0	11	1	3	3	0	0	51	0	16	1	0	7	1	0	9	6	0	10	43	0	0
"14"	0	0	1	106	0	0	47	3	0	8	143	28	3	32	25	47	81	14	2	46	7	47	7	0	1	0	40	24	66	23	10	0	6	1	0	0	40	1	0	11	37	0	73	1	11	18	0	56	8	11	28	0	0	7	6	15	9	0	0	1	22	0	0	0	0	100	0	0	3	2	15	5	0	0	16	4	12	66	1	8
"15"	0	0	17	9	0	2	0	0	2	257	84	1	0	41	12	29	30	4	4	24	20	12	9	0	0	0	6	4	47	3	0	0	0	2	16	0	0	4	0	24	9	2	15	3	52	14	0	26	5	3	19	1	15	5	0	13	14	30	0	15	2	5	0	0	0	113	0	1	17	6	11	0	0	1	5	3	4	22	0	0
