"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	1	0	151	0	274	0	0	162	12	1	0	63	17	0	0	15	100	13	18	48	19	3	32	15	18	0	0	2	0	0	52	0	0	20	14	0	7	4	0	31	7	12	1	0	2	41	2	0	0	76	34	3	1	0	0	4	46	2	12	3	69	22	8	0	61	0	6	4	2	15	2	0	4	4	6	5	11	6	6
"2"	3	20	28	27	0	20	0	0	323	19	20	0	83	13	1	0	0	93	28	7	63	29	0	110	10	3	0	0	49	0	0	6	5	0	9	2	4	0	6	17	10	33	0	0	0	1	81	0	3	5	22	68	3	1	0	6	12	76	0	41	6	82	42	32	0	54	1	0	0	1	6	52	1	2	0	15	0	59	4	5
"3"	0	2	0	36	0	3	5	0	40	29	0	0	127	7	0	12	4	25	116	1	75	4	0	68	31	52	0	0	18	0	5	51	3	0	3	23	6	10	1	0	50	9	7	0	0	65	88	0	0	1	33	80	6	2	0	0	8	41	0	103	2	133	66	22	0	106	0	3	0	0	10	18	0	22	1	93	2	72	0	5
"4"	0	0	0	64	29	28	0	0	0	142	0	0	72	41	0	8	3	31	28	39	32	11	5	65	39	64	3	14	23	0	0	22	0	21	2	10	0	7	44	13	63	0	16	1	0	0	54	0	0	0	256	51	0	0	0	0	0	93	0	61	21	43	18	50	0	102	0	2	0	11	6	26	19	11	5	36	1	58	0	5
"5"	0	0	5	47	0	5	0	0	0	39	11	6	8	13	0	2	0	7	21	0	5	23	6	17	25	31	7	0	56	0	1	39	3	13	42	44	0	0	17	1	21	10	4	0	0	2	39	3	0	0	59	39	2	0	0	0	0	54	6	45	16	65	3	8	0	66	0	5	0	10	9	13	13	0	7	29	0	35	0	2
"6"	0	2	0	41	2	21	0	0	0	152	9	0	50	1	0	0	4	2	17	2	17	10	0	60	8	0	0	0	24	0	0	82	1	0	1	0	1	3	0	0	20	1	3	2	0	2	39	0	0	0	20	73	4	0	11	0	0	41	10	49	19	25	10	12	0	79	0	3	0	3	8	3	14	2	0	10	5	24	0	15
"7"	0	5	9	184	0	8	0	1	2	134	6	0	45	0	7	0	1	10	37	0	3	6	0	9	5	8	0	0	19	0	0	38	2	0	1	6	0	16	1	12	7	4	9	0	0	15	73	0	4	0	33	55	11	3	0	0	2	61	0	31	2	54	7	11	0	45	0	1	0	7	21	0	0	7	4	5	2	13	0	1
"8"	0	7	0	1	0	28	0	0	0	1144	0	0	12	15	0	0	51	0	16	1	0	1	0	51	13	0	0	0	0	0	0	33	0	0	8	0	0	0	12	0	6	28	0	0	5	0	7	11	0	0	11	22	25	0	13	0	0	4	1	29	7	20	0	13	0	26	0	0	0	0	4	1	29	23	27	1	19	9	0	0
"9"	0	29	68	42	0	10	0	1	237	168	0	0	84	0	0	12	0	39	31	0	13	14	2	36	29	0	19	0	9	0	0	51	0	0	20	41	0	6	0	0	133	4	14	0	0	16	66	0	0	0	92	89	2	0	11	0	6	64	1	46	10	91	11	94	0	87	0	27	0	26	0	8	0	0	0	37	14	57	0	15
"10"	0	0	0	82	0	635	0	9	0	110	4	31	11	2	19	0	0	6	11	2	7	25	0	22	11	1	3	0	42	0	0	54	0	0	34	20	0	0	1	0	10	0	12	0	0	24	31	7	0	2	54	30	10	15	0	0	0	21	6	131	4	104	7	62	0	24	9	0	0	0	10	37	0	1	0	4	0	26	0	0
