"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	0	7	17	0	60	0	49	0	0	0	0	18	1	0	0	0	47	2	16	95	0	0	73	0	0	0	0	0	0	2	0	3	3	0	0	0	0	8	47	25	0	0	3	24	0	0	8	0	13	0	100	0	2	1	3	0	38	23	0	33	7	2	8	1	0	0	0	4	32	0	2	0	20	15	1	30	0	4	40	0	0	12	18	0	0	14	29	71	0	0	0	0	54	0	4	0	23	53	3	0	14	4	29	0	0	0	2	3	0	102	2	0	0	0	2	0	2	11	0	3	67	18	0	11	1	1	5	0	46	0	22	0	28	36	22	0	16	4	42	0	8	1	7	15	0	15	14	30	15	0	7	1	45	0	0	4	0	32	14	0
"2"	0	1	0	0	185	0	55	0	0	0	96	0	0	36	0	4	0	1	0	0	11	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	36	7	6	0	0	17	13	0	0	0	0	1	15	21	0	0	2	0	0	6	0	0	0	0	0	10	0	0	0	0	2	11	0	7	0	0	4	11	0	0	0	22	6	0	3	22	0	0	14	31	20	0	3	0	0	10	0	4	13	0	2	3	1	16	15	11	3	0	0	12	1	0	53	0	47	0	0	0	5	10	4	0	0	11	0	14	0	6	0	17	0	56	0	3	0	27	3	5	0	0	1	25	0	0	1	0	48	1	2	4	13	2	0	14	4	7	0	0	3	0	0	7	0
"3"	0	6	9	0	0	25	0	0	0	0	43	2	0	143	4	0	0	0	22	0	25	10	25	0	0	0	0	0	0	10	0	1	46	6	0	0	0	3	10	0	0	0	0	20	0	18	0	0	0	0	24	0	13	1	0	0	10	23	2	0	6	0	21	1	0	0	0	3	25	4	36	0	0	13	6	6	0	0	15	0	3	7	15	2	7	27	7	28	1	9	0	0	0	0	5	0	0	18	0	2	6	5	8	18	0	0	12	1	0	55	0	8	0	1	0	6	0	2	0	0	41	0	13	0	0	2	5	1	29	0	35	0	6	3	23	0	0	4	20	0	1	14	0	1	0	23	11	46	28	0	59	0	20	0	0	17	0	3	14	5
"4"	5	1	14	0	15	0	0	0	17	0	0	0	20	10	5	0	2	1	0	3	15	15	7	23	0	35	10	0	1	12	0	0	10	50	0	15	0	5	28	9	0	1	1	23	0	12	0	10	0	4	94	0	0	9	0	0	33	73	0	22	0	0	60	0	0	0	1	15	21	0	53	0	0	3	3	15	0	1	46	6	0	0	11	0	1	11	0	37	2	9	0	0	58	1	21	7	9	43	0	28	8	25	42	9	0	0	18	3	0	25	3	13	0	0	0	17	8	33	0	4	93	6	4	1	3	8	3	19	10	0	0	0	13	17	39	0	4	0	70	0	0	0	0	8	27	18	12	33	32	0	7	58	2	0	0	50	0	0	4	0
"5"	1	0	0	1	19	0	2	0	23	1	0	46	0	59	4	118	0	0	4	0	23	0	24	0	0	1	0	0	0	0	0	0	5	0	0	0	12	0	9	9	0	0	3	35	0	0	9	1	0	0	49	0	6	9	0	3	87	47	0	49	1	0	2	2	0	0	3	14	68	0	22	0	0	11	18	8	0	0	49	0	0	0	20	1	3	31	4	83	0	1	0	0	72	0	13	9	6	38	7	1	1	30	4	1	0	0	11	2	0	58	0	9	0	2	0	1	3	0	0	8	30	3	5	2	1	2	3	0	34	0	34	0	27	0	9	1	0	14	68	0	23	0	1	19	4	29	0	87	56	0	37	45	34	0	0	8	0	9	10	0
"6"	0	45	307	0	20	0	0	12	50	0	48	0	0	14	0	3	1	0	6	2	0	0	12	0	0	0	0	0	0	19	0	1	7	0	0	2	0	2	14	10	0	0	8	5	0	0	1	0	0	0	5	0	12	3	0	0	4	22	0	4	7	0	82	0	0	0	0	0	5	0	18	0	0	8	10	0	0	9	9	1	0	1	20	0	0	99	0	4	0	22	0	0	13	0	30	29	33	6	9	20	21	19	3	0	0	0	12	2	0	28	0	6	0	0	0	2	0	29	0	2	51	0	1	0	15	0	25	1	15	0	1	0	13	0	8	0	0	13	58	0	5	48	0	6	0	91	0	107	36	0	17	12	6	0	0	2	0	0	8	0
"7"	2	16	98	0	0	20	0	2	4	0	14	0	4	38	0	8	0	3	0	0	123	2	14	0	0	0	0	0	0	0	0	0	0	9	0	0	4	1	4	1	0	0	0	51	0	0	0	1	0	0	61	0	2	0	0	4	8	27	16	0	8	0	1	0	0	0	0	57	4	0	36	0	0	16	6	20	1	0	26	24	0	0	14	2	0	40	0	59	2	21	1	0	19	0	12	45	2	4	4	20	4	22	5	3	4	0	4	1	0	42	5	2	0	0	0	20	0	8	0	0	1	0	12	0	5	1	11	0	19	0	7	0	44	0	27	9	0	0	1	0	0	26	0	10	0	10	6	21	90	0	31	44	28	0	0	2	1	3	39	0
"8"	0	0	4	0	57	7	0	5	19	0	28	9	11	180	0	0	0	0	0	2	38	0	41	0	0	0	29	0	2	0	6	15	5	0	0	4	0	44	7	0	0	21	5	38	0	4	12	0	0	0	12	4	21	14	0	0	2	28	0	2	18	0	22	0	1	0	0	10	10	0	62	0	4	32	0	0	0	5	22	1	0	9	39	0	0	57	0	39	0	9	0	2	78	0	31	3	1	4	1	5	14	44	4	4	0	0	2	11	7	15	0	56	0	0	0	24	0	9	32	0	8	0	2	0	0	0	15	0	36	0	15	0	5	2	16	0	16	0	91	0	1	10	12	15	0	18	0	21	8	0	6	3	21	0	0	7	2	9	18	0
"9"	0	0	0	0	1	0	15	0	0	0	171	0	5	28	17	0	13	0	3	15	4	16	70	3	0	1	37	6	4	7	0	0	0	0	0	1	0	16	2	0	0	0	0	56	1	0	12	1	0	13	10	0	1	0	0	0	27	4	0	0	0	0	21	0	3	0	1	1	8	0	83	0	0	7	21	14	0	0	25	0	0	2	16	0	0	42	7	90	21	2	0	0	33	0	19	25	37	35	1	0	33	64	27	6	3	0	7	0	0	75	0	12	0	1	0	6	8	9	0	0	14	0	2	0	5	8	32	8	9	0	2	0	39	3	1	0	22	10	47	0	0	1	0	3	3	9	1	46	12	0	50	47	25	0	0	19	38	28	45	0
"10"	0	0	0	0	1	0	28	0	0	4	125	0	28	16	0	33	0	0	2	3	24	0	8	8	0	0	6	0	0	2	0	0	23	0	7	0	0	12	13	0	0	40	30	3	0	1	3	2	0	6	31	0	2	5	0	0	13	19	0	7	1	0	12	0	0	0	2	1	15	0	35	0	10	0	7	32	21	6	79	0	0	4	26	0	0	20	0	21	0	17	0	0	29	0	6	20	28	39	14	11	19	25	33	1	0	0	25	0	0	42	0	27	0	0	0	3	19	8	0	1	2	4	34	0	1	0	56	0	17	0	6	0	22	3	41	0	1	0	35	0	5	0	0	21	0	45	0	53	32	0	34	15	32	0	0	1	0	12	17	0
