"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	0	33	1	46	0	305	3	0	27	0	143	9	0	3	5	0	0	6	12	5	35	2	2	0	2	5	2	0	0	7	0	7	0	23	0	0	0	0	0	18	6	1	1	3	0	0	0	19	1	14	26	2	3	0	0	0	10	2	0	38	11	0	1	2	0	0	40	32	0	6	0	42	10	98	0	0	37	0	20
"2"	0	2	42	11	58	53	100	0	0	30	8	1	0	4	10	49	5	1	34	2	0	76	0	0	71	0	0	9	2	0	1	1	68	1	5	11	43	2	3	0	22	12	25	22	7	0	0	0	17	0	37	35	17	2	0	3	55	20	11	0	30	33	16	1	13	0	2	32	8	0	70	0	75	37	106	0	4	59	0	6
"3"	1	52	3	7	26	27	76	17	0	136	0	187	2	23	21	32	16	8	34	0	0	35	23	1	10	0	3	48	9	0	16	1	38	15	27	4	24	4	0	0	17	0	12	37	1	0	0	0	0	11	46	60	9	0	0	0	14	10	0	0	7	48	40	0	8	0	0	24	38	6	6	0	29	0	144	6	0	103	0	19
"4"	0	7	41	98	17	151	1	0	2	66	6	5	19	37	10	11	14	10	24	3	0	87	13	0	0	1	0	5	2	0	23	6	5	0	13	0	19	1	0	0	16	1	14	25	0	0	0	0	44	0	41	39	6	1	0	19	8	32	8	6	33	29	36	3	7	0	0	25	33	0	13	0	57	1	47	0	0	41	7	5
"5"	0	2	3	0	126	0	353	0	0	33	0	167	24	10	2	4	0	0	17	5	7	80	1	0	0	0	0	1	1	0	30	5	28	0	14	0	7	0	0	0	31	13	18	3	0	0	0	0	3	7	17	25	27	8	0	0	57	32	2	12	10	54	0	0	1	0	2	17	3	0	1	18	23	6	36	0	0	86	0	26
"6"	0	0	50	4	5	20	23	0	0	321	0	81	2	7	1	16	7	0	1	15	0	8	34	12	1	0	0	42	0	0	15	0	1	0	5	0	1	0	0	0	2	4	2	15	10	0	0	0	27	2	52	70	27	0	3	0	1	4	25	0	17	33	19	0	1	0	0	7	27	0	1	0	29	2	25	0	0	36	0	3
"7"	0	3	70	47	135	23	183	0	0	39	7	51	8	8	10	14	2	0	53	20	0	112	28	10	2	0	6	7	0	22	4	10	22	1	63	0	43	11	2	0	42	1	0	22	0	0	0	0	27	19	81	69	26	73	0	0	29	57	8	0	87	17	44	7	0	0	2	0	7	22	33	0	101	6	114	0	0	66	0	8
"8"	0	3	1	5	45	55	9	0	0	508	1	33	18	4	3	4	35	0	6	2	0	73	14	0	1	0	0	3	1	0	2	1	11	1	4	28	28	0	2	0	66	0	1	9	1	0	1	0	10	24	50	27	1	0	0	0	18	46	3	0	32	19	1	0	0	0	0	18	60	0	48	0	14	0	43	0	0	37	0	8
"9"	0	5	107	100	32	185	0	0	4	17	12	8	0	23	21	3	59	0	58	12	34	42	1	8	15	0	0	8	2	2	28	7	28	0	31	0	26	1	4	2	20	35	0	103	14	1	0	0	36	7	44	45	94	4	0	23	64	23	16	0	46	48	5	15	12	2	15	3	32	0	12	0	19	4	48	0	0	34	0	9
"10"	0	12	2	16	190	8	104	18	0	54	0	82	13	5	0	122	3	0	15	7	0	111	1	0	5	0	0	13	0	7	14	2	27	0	42	21	42	0	1	0	4	11	13	26	2	0	0	0	0	32	54	44	5	1	0	2	28	37	56	0	23	43	4	13	72	0	0	16	12	3	14	0	36	0	154	0	2	17	0	6
