"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	16	23	20	180	0	0	158	8	0	148	5	9	0	0	55	11	0	4	0	0	0	13	0	1	0	0	0	0	15	1	0	4	24	0	5	0	0	0	0	0	0	0	8	0	5	9	7	0	7	3	0	41	6	7	4	0	0	2	38	0	0	0	0	1	0	0	1	0	0	28	0	6	21	0	0	8	0	0	11	0	74	8	32	0	0	0	8	9	6	6	0	0	0	34	0	25	1	11	0	0	12	8	0	3	38	0	0	0	0	0	15	41	0	0	19	0	0	1	0	1
"2"	322	0	0	1	4	10	416	127	2	85	16	5	0	0	9	6	7	0	0	6	0	59	0	39	38	0	3	0	54	2	0	0	26	0	0	0	2	0	0	0	0	0	2	0	26	7	0	0	2	24	0	2	1	25	9	25	0	0	49	0	0	0	1	0	0	0	0	0	0	1	44	12	11	0	10	25	0	0	10	0	54	1	15	0	0	0	2	41	8	19	0	0	1	16	0	13	5	4	0	48	5	4	0	7	17	1	0	0	0	0	9	48	0	0	5	3	0	0	0	0
"3"	49	0	1	31	0	0	34	16	58	12	9	0	0	5	30	47	2	2	0	0	0	36	0	84	15	0	6	0	21	0	0	0	24	0	2	0	0	0	2	0	0	0	42	0	12	10	0	5	1	3	0	13	0	11	10	0	0	0	27	0	0	0	1	1	1	0	1	0	0	1	16	22	26	0	15	0	0	0	1	0	21	14	6	0	0	0	6	8	19	8	0	1	5	12	0	34	26	34	0	66	9	11	3	25	6	0	43	0	0	0	0	12	0	0	15	2	0	0	0	0
"4"	101	0	0	8	1	1	83	0	104	0	128	0	0	7	186	38	0	0	1	0	0	26	0	2	0	0	5	4	33	0	3	0	18	0	0	11	0	0	12	0	14	0	78	30	15	38	0	0	27	0	0	35	0	4	22	0	3	0	14	0	0	0	0	2	0	0	7	0	28	1	1	18	22	0	16	2	0	0	1	0	50	31	22	0	2	4	0	10	12	12	0	2	0	25	8	66	2	10	0	33	0	36	9	17	36	0	0	0	0	0	0	22	0	14	86	1	0	40	0	0
"5"	68	1	0	9	13	0	33	1	33	6	10	22	0	23	0	15	10	0	0	0	0	40	1	27	7	2	6	7	43	1	39	1	54	0	0	0	42	0	6	0	12	0	6	0	3	3	0	0	7	0	0	94	0	0	38	0	0	0	49	0	0	0	6	5	1	0	0	0	0	25	12	8	10	0	18	1	0	0	0	0	56	36	54	0	0	8	3	21	1	7	0	2	1	8	39	27	0	4	0	15	0	4	24	31	42	0	1	0	0	0	0	31	0	0	24	0	0	0	0	0
"6"	120	0	0	1	0	0	94	767	0	23	48	0	35	0	0	5	12	9	0	0	0	31	0	34	31	0	0	4	60	0	0	0	11	0	0	0	0	0	0	0	1	0	152	1	1	8	0	0	0	8	0	19	8	14	49	0	9	13	2	0	0	7	0	6	0	0	6	0	0	0	2	5	21	0	0	14	0	0	2	0	30	1	46	0	0	0	0	4	13	1	6	1	3	33	0	24	22	36	0	23	0	3	0	26	1	4	0	0	0	0	0	27	0	2	25	0	0	1	0	0
"7"	160	0	0	22	38	8	3	1	3	2	58	7	1	11	14	36	24	3	5	6	0	56	0	11	10	0	3	0	26	16	1	6	21	0	0	0	14	0	0	0	0	2	1	0	10	10	3	0	0	2	0	14	7	7	12	1	0	1	59	3	0	0	0	1	0	0	0	0	0	0	4	16	41	0	5	4	0	0	5	0	32	0	9	0	0	1	5	10	10	0	3	0	0	8	17	31	2	34	0	30	0	36	0	38	3	4	0	0	7	3	0	20	1	1	28	0	0	0	0	1
"8"	7	0	0	22	27	0	1	10	0	136	30	0	1	0	410	47	3	0	0	0	0	23	1	27	28	0	9	2	120	0	27	0	6	0	0	0	0	0	1	1	0	0	41	0	1	0	0	0	0	1	0	22	3	18	18	0	1	0	12	0	0	0	2	5	12	0	1	0	16	0	4	16	37	0	1	3	0	0	0	0	102	39	22	0	0	0	0	78	2	1	0	0	0	25	7	17	3	6	0	4	14	10	1	1	38	0	0	0	0	0	0	18	0	0	33	2	0	0	0	0
"9"	33	17	13	172	0	0	21	0	1	31	91	0	18	0	225	146	7	19	0	0	0	85	0	25	13	0	41	1	54	8	0	0	56	0	0	0	4	0	0	0	5	0	27	0	0	10	0	0	0	0	17	5	0	0	27	2	7	0	59	0	0	1	0	21	0	0	0	1	0	15	1	36	18	0	12	8	0	0	1	0	20	0	20	0	0	0	8	19	0	19	0	5	1	4	0	24	3	58	0	28	2	3	0	7	37	0	0	0	0	0	4	89	0	0	21	2	0	0	0	1
"10"	1	27	12	26	0	16	11	17	174	1	65	0	38	0	915	14	3	0	0	2	0	13	0	8	7	0	0	0	38	0	6	0	7	0	1	0	0	0	0	0	0	5	5	0	2	6	0	0	0	0	0	20	0	0	25	0	0	1	47	0	0	0	1	1	0	0	37	4	2	0	0	7	29	0	8	0	0	0	9	0	41	9	6	0	0	0	21	0	0	18	0	0	2	19	29	34	0	30	0	8	0	7	0	1	20	2	0	0	0	0	0	26	0	0	48	17	0	0	0	0
