"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	26	40	0	216	0	7	10	5	41	0	0	43	25	27	3	0	25	14	16	1	9	83	26	0	13	17	48	0	27	57	68	2	16	32	0	30	87	1	0	2	0	33	24	18	0	0	14	1	2	55	12	42	53	8	79	57	1	0	7	5	1	0	12	44	42	7	5	0	23	0	18	2	6	20	87	15	9	3	84	0
"2"	47	2	0	60	0	4	0	36	0	233	0	24	72	27	0	0	5	9	5	0	0	0	71	0	3	59	28	0	0	58	30	0	15	4	4	45	21	0	0	0	1	34	35	9	0	17	15	0	1	18	5	59	0	0	46	24	2	0	51	0	1	0	0	28	0	41	0	0	19	4	41	6	2	8	23	11	1	4	39	0
"3"	2	2	0	153	0	22	1	1	0	41	0	20	31	24	23	0	38	3	7	1	2	2	44	1	1	62	123	0	0	84	45	45	56	8	3	98	26	1	16	48	0	64	28	59	1	27	18	0	3	20	5	38	9	0	41	128	5	16	5	0	0	0	1	21	14	10	8	0	32	0	92	18	25	3	49	36	0	4	37	4
"4"	0	0	54	0	15	0	3	68	0	127	1	1	33	31	15	0	8	51	4	0	2	13	53	17	0	49	68	2	0	112	12	0	1	23	46	21	27	10	4	0	0	78	4	66	0	3	23	2	2	21	25	36	0	0	26	18	19	0	19	0	2	1	0	9	1	7	89	0	44	0	57	24	10	28	1	22	0	0	40	0
"5"	3	17	0	18	10	15	0	0	24	16	0	38	5	18	12	0	76	20	63	0	0	2	150	7	22	33	79	0	0	88	26	9	27	5	2	80	46	0	0	1	0	121	12	37	0	8	42	0	5	66	27	25	0	0	131	17	13	3	22	0	12	0	0	6	15	4	28	5	27	0	4	22	14	54	175	4	1	0	40	0
"6"	1	11	0	40	0	0	0	0	7	21	0	73	115	43	0	0	29	9	15	0	0	0	72	0	2	38	56	0	0	57	18	0	1	7	14	54	4	0	0	0	0	19	9	15	0	9	6	0	3	26	27	48	0	0	40	33	29	0	72	1	0	3	10	3	21	2	0	0	18	1	18	17	11	12	5	4	0	0	30	0
"7"	26	43	1	8	2	0	0	15	14	43	18	14	88	10	0	0	29	12	18	0	15	1	72	0	0	18	63	3	0	63	46	1	8	2	5	72	30	5	2	3	0	45	22	45	0	4	10	0	6	11	10	20	9	0	66	18	9	0	14	20	0	2	0	2	0	11	16	0	1	3	26	28	2	4	6	29	0	0	18	0
"8"	1	21	0	304	0	5	0	34	21	7	0	12	15	48	0	0	30	7	4	0	0	4	53	0	2	104	43	0	0	84	19	0	24	2	9	39	14	1	7	0	0	46	31	52	0	5	21	0	4	29	13	28	2	0	89	48	23	0	57	7	1	0	0	11	2	44	3	0	22	0	60	8	0	12	8	2	1	0	31	0
"9"	2	10	3	125	0	1	5	198	0	34	0	0	28	47	0	0	30	33	34	0	8	12	29	9	28	36	79	0	0	77	53	1	29	10	1	11	41	0	0	22	0	41	7	66	0	22	4	0	26	83	25	2	0	0	60	31	9	0	33	0	0	1	0	15	18	3	0	0	83	1	35	44	1	91	29	7	0	0	80	3
"10"	12	6	8	75	0	2	4	278	0	52	0	1	0	8	0	0	7	5	8	0	8	2	65	5	20	10	18	13	4	36	33	8	10	0	0	20	11	0	1	2	0	24	8	47	0	0	3	0	0	27	11	11	0	0	0	11	5	0	1	1	2	0	0	7	2	2	0	12	3	0	9	2	13	0	0	32	0	0	71	0
"11"	10	0	0	75	0	92	0	56	0	0	0	6	37	35	0	1	65	10	6	2	0	7	93	0	2	52	134	10	0	165	68	0	28	24	8	34	14	20	1	8	1	169	10	103	0	19	3	0	16	19	2	13	0	0	16	11	2	12	38	46	6	1	1	24	1	27	0	1	5	0	47	25	16	3	9	10	0	0	37	3
"12"	46	0	0	142	0	0	14	147	1	65	12	0	0	54	0	0	18	11	57	6	0	0	55	1	7	101	63	0	0	101	30	4	12	49	2	40	67	6	0	0	0	52	39	65	0	2	24	0	0	6	1	30	11	0	41	33	7	0	10	0	10	0	17	114	5	30	0	0	15	0	41	4	1	0	14	56	2	0	18	0
"13"	2	0	23	31	0	0	38	50	0	74	0	8	65	10	2	0	58	10	9	0	3	3	84	0	1	50	19	0	0	55	20	0	4	5	13	13	48	2	0	0	0	27	14	19	3	0	2	0	7	16	22	18	14	0	1	25	0	1	16	2	1	0	0	7	10	1	2	0	3	1	12	23	7	0	1	0	0	0	82	0
"14"	8	0	0	34	0	0	0	0	50	56	14	0	10	9	7	6	16	8	33	10	1	27	91	0	3	47	24	0	0	84	43	0	4	27	10	26	25	4	0	2	0	81	13	17	0	0	8	0	7	33	0	29	0	0	70	32	24	20	21	14	50	0	4	12	1	5	1	0	15	0	29	14	41	2	50	26	0	0	60	13
"15"	25	0	0	13	0	5	0	109	0	61	1	30	36	86	1	0	12	9	8	0	19	1	119	0	0	18	142	0	1	38	39	0	54	10	38	98	48	0	0	13	10	41	79	36	0	4	23	1	12	87	8	2	3	0	10	52	33	0	65	0	0	4	0	16	1	3	10	0	15	0	11	11	76	3	30	6	0	0	100	0
"16"	0	0	46	86	0	0	0	12	0	11	1	9	35	2	0	0	26	1	15	1	0	10	38	1	15	58	134	2	0	42	45	0	38	16	3	9	20	9	1	1	0	51	15	4	0	6	44	6	21	15	2	7	6	0	62	48	0	0	17	0	2	5	1	15	2	16	10	16	2	0	17	7	44	0	6	13	0	0	48	0
"17"	2	0	0	75	1	11	193	69	0	22	6	5	85	30	0	0	40	61	7	6	1	1	158	15	14	19	10	1	10	150	56	0	10	11	12	48	16	0	3	0	0	43	38	26	0	11	24	1	0	11	34	13	0	0	36	84	16	6	26	15	1	0	0	35	22	4	1	0	34	0	60	29	8	2	36	35	0	0	46	0
"18"	1	3	0	103	0	0	0	97	0	154	0	3	40	10	0	0	24	10	38	0	5	9	116	0	0	52	52	0	0	106	51	10	0	8	7	41	22	0	7	0	0	45	1	70	0	56	4	1	15	9	54	21	0	0	13	24	0	0	27	0	0	0	1	14	47	13	7	0	1	0	10	22	3	16	4	0	0	0	30	7
"19"	3	0	47	21	8	0	18	45	0	52	0	47	43	36	1	0	68	14	16	2	1	9	67	1	1	42	62	0	0	22	100	0	3	10	14	33	57	1	2	0	0	75	30	67	1	12	15	2	1	23	41	28	0	0	43	45	15	0	19	2	0	0	0	12	33	9	16	0	42	0	33	7	42	1	8	6	0	0	21	0
"20"	0	0	0	17	12	28	0	75	0	19	1	4	11	49	0	9	22	14	13	1	3	0	53	0	0	13	58	7	0	111	25	0	31	2	2	27	45	33	0	0	0	17	4	27	0	14	5	0	14	38	37	0	0	0	3	27	12	0	38	0	0	0	0	26	21	2	1	0	53	0	28	3	49	2	13	16	0	0	132	12
"21"	4	12	5	62	0	0	0	312	0	6	0	0	3	52	0	0	64	17	44	5	0	5	85	12	1	31	21	0	0	48	36	1	25	0	1	53	0	0	0	0	0	50	8	15	0	0	5	23	1	25	33	2	11	0	22	11	2	0	22	0	2	2	0	123	1	5	4	0	29	1	39	19	10	21	36	6	0	0	46	2
"22"	0	12	1	3	0	1	0	42	0	43	0	49	270	66	0	0	28	23	6	0	0	0	55	4	0	28	36	0	3	89	36	0	31	4	0	24	14	0	0	0	0	49	19	25	0	2	0	0	7	17	20	3	0	0	35	18	0	0	10	21	0	0	0	2	0	30	9	0	1	0	76	49	9	14	28	6	0	0	54	4
"23"	2	20	38	0	0	2	7	60	0	0	17	17	41	46	0	0	6	3	101	1	0	3	61	1	0	23	65	10	0	98	22	5	55	18	2	28	28	1	3	2	0	48	23	58	7	16	16	2	3	26	33	1	10	0	59	17	4	0	18	0	2	0	2	65	1	11	18	0	33	0	52	25	27	59	1	1	0	5	126	0
"24"	57	0	5	89	5	1	0	42	0	16	0	18	134	13	17	0	16	37	25	13	3	3	45	7	16	54	51	8	0	52	64	0	8	64	7	55	22	0	0	0	17	73	29	66	0	28	14	0	16	26	22	23	1	0	22	36	1	0	42	0	0	0	0	35	9	5	8	0	39	0	25	53	20	18	33	31	1	0	96	0
"25"	11	12	0	2	10	0	23	0	7	11	0	61	10	37	5	0	29	21	66	1	0	0	81	1	0	13	36	1	0	46	57	1	6	11	36	2	21	2	0	0	0	33	23	26	0	1	4	1	47	21	0	12	5	0	5	15	2	3	19	7	2	2	11	50	11	0	0	2	15	0	33	4	4	3	28	3	0	0	32	0
"26"	8	34	7	23	0	0	0	5	58	21	0	36	0	12	0	0	12	35	79	0	4	0	120	3	0	142	57	0	2	89	87	1	10	44	10	62	21	1	0	0	6	83	59	34	0	2	11	0	0	5	1	44	0	1	85	28	4	0	77	3	37	0	6	42	9	26	1	0	11	0	83	43	41	14	1	1	0	0	66	2
"27"	13	3	15	86	0	6	14	354	0	15	0	19	27	3	0	0	11	11	19	0	17	1	31	3	7	35	86	1	0	36	59	4	27	20	1	46	33	2	0	0	0	49	11	22	0	6	14	0	0	8	33	18	0	3	37	10	0	0	8	0	0	13	0	9	0	1	0	0	0	0	25	3	13	5	38	8	0	0	117	2
