"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"
"1"	2	7	1	13	0	26	0	0	0	37	0	0	0	0	11	55	50	26	5	0	0	0	1	0	0	50	22	0	0	0	0	9	11	0	3	0	0	14	1	0	0	0	9	0	0	31	23	0	7	0	0	1	6	0	70	0	0	2	1	0	0	7	0	0	5	7	24	68	0	9	3	0	36	43	0	8	7	0	21	2	24	0	0	31	50	30	15	0	24	4	21	0	5	0	0	0	0	15	0	29	0	0	0	2	0	0	0	0	7	46	0	12	6	13	7	0	8	2	1	30
"2"	1	22	80	31	0	20	1	12	15	0	0	28	49	0	34	42	63	8	13	0	0	0	0	17	0	3	19	9	0	0	0	0	2	0	25	0	4	0	0	0	0	6	14	0	0	30	13	0	3	0	2	0	1	21	6	0	7	39	17	5	0	0	9	0	17	1	59	12	0	12	31	8	73	26	2	1	2	0	26	18	20	1	1	8	8	51	4	7	4	6	13	0	5	0	0	0	0	62	0	27	0	0	0	0	0	0	1	1	1	29	7	4	32	4	5	3	19	5	14	29
"3"	0	5	1	35	1	0	43	0	11	19	0	0	27	0	191	1	108	32	0	4	9	0	0	0	2	29	61	0	0	0	26	0	0	0	5	0	0	1	0	0	0	32	14	0	0	22	6	0	4	0	35	0	3	23	45	0	0	20	0	0	0	0	4	0	15	20	74	19	0	7	9	1	37	23	21	7	16	0	85	0	67	0	4	33	59	54	0	9	42	4	64	0	2	0	0	0	40	18	7	21	0	0	3	1	0	9	0	0	43	71	1	0	6	18	1	0	21	0	20	63
"4"	29	4	22	81	0	16	0	4	6	24	0	0	2	65	0	448	0	18	2	8	0	2	0	0	1	9	9	3	0	0	14	0	31	0	1	1	0	0	0	0	0	0	21	0	25	25	21	0	23	7	0	0	11	30	33	0	0	3	2	0	0	1	1	0	15	41	29	38	0	0	21	2	10	10	8	0	14	1	14	2	22	0	9	29	31	37	4	0	24	0	31	2	0	0	0	0	7	49	0	31	0	2	0	1	0	0	0	0	9	65	1	0	0	1	4	1	2	13	1	26
"5"	1	0	29	11	0	54	20	1	10	3	0	0	179	24	0	137	39	1	3	0	0	0	0	0	0	73	54	2	0	0	0	6	40	0	0	3	0	3	0	0	0	17	29	0	0	32	10	0	23	7	4	0	17	2	28	0	12	30	0	0	0	2	0	0	12	0	21	13	0	1	7	2	5	54	0	0	24	0	4	7	37	1	20	14	53	91	2	0	3	0	81	0	6	1	0	0	1	33	1	2	0	0	7	6	0	0	0	6	23	54	4	0	2	15	34	39	0	11	13	31
"6"	77	6	0	94	17	3	9	1	43	1	0	0	1	0	36	39	56	17	3	15	0	0	4	2	0	43	10	0	0	0	9	0	6	0	0	2	0	0	0	0	0	5	21	0	0	10	3	0	0	1	0	0	3	8	10	0	1	11	1	0	0	0	17	0	40	0	5	7	0	22	11	0	12	34	22	0	16	4	22	2	34	0	1	10	24	8	0	0	7	0	4	0	1	1	0	0	0	45	48	2	3	6	1	0	0	0	24	0	5	7	0	0	0	5	1	0	58	0	0	26
"7"	69	0	18	3	0	3	226	3	24	0	0	0	30	0	10	20	32	45	1	17	0	0	18	0	0	25	8	0	0	0	10	0	64	0	1	0	0	4	0	0	0	17	35	0	0	18	35	0	13	2	2	0	21	3	32	0	15	0	2	4	0	3	6	0	5	35	33	88	0	6	1	7	117	51	13	0	5	0	44	12	20	0	18	46	80	22	0	0	27	6	26	0	37	0	15	0	4	67	0	8	0	0	0	3	0	0	0	0	69	41	1	0	14	38	6	6	31	16	14	67
"8"	0	104	41	21	102	0	0	11	268	7	0	7	0	0	375	1	108	11	0	22	0	5	0	0	0	6	65	0	0	0	0	5	1	1	8	12	1	6	0	0	0	3	39	0	0	41	17	0	0	3	0	0	18	30	32	0	0	1	1	0	1	1	2	0	9	3	6	41	0	0	0	0	4	4	0	1	5	7	3	0	7	0	1	26	21	10	9	0	35	0	122	1	0	4	0	1	0	30	0	1	18	0	0	0	0	0	3	0	31	38	3	0	38	6	1	0	13	11	0	35
"9"	11	0	5	61	6	21	7	0	35	1	0	18	0	66	18	9	29	21	2	6	0	0	0	0	0	23	78	0	0	0	3	0	26	0	5	0	0	26	0	0	0	28	52	0	0	13	15	0	60	0	24	2	8	4	41	0	6	4	1	4	0	0	0	0	35	41	4	9	0	0	4	1	79	11	0	1	49	0	8	1	23	3	0	9	4	117	2	0	0	1	16	0	0	0	4	0	1	45	0	32	0	7	0	0	0	0	0	1	7	44	0	0	16	11	2	0	9	10	2	74
"10"	34	0	0	50	130	0	7	0	290	4	0	0	3	0	66	0	11	29	5	0	7	0	2	0	0	33	37	0	0	4	0	0	9	0	3	0	0	17	0	0	0	0	24	0	4	16	4	0	0	0	0	0	43	8	25	0	0	23	0	0	0	0	0	0	11	5	1	20	2	1	3	3	14	12	13	0	1	0	12	0	18	0	0	43	25	13	0	0	24	0	44	0	10	0	0	0	0	6	0	2	0	2	0	0	0	2	5	0	32	32	6	3	13	11	20	0	81	1	0	84
