"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	245	37	51	4	409	41	0	42	23	4	20	178	45	0	0	0	0	0	13	65	11	53	6	0	52	97	0	65	17	0	2	7	81	0	0	0	114	95	30	29
"2"	52	299	355	0	5	229	0	19	18	27	1	174	14	5	77	0	3	0	6	32	1	10	34	1	8	107	0	28	2	0	0	16	126	1	0	0	59	130	13	0
"3"	10	336	473	31	1	184	0	2	0	7	0	42	14	0	0	1	26	0	5	6	3	5	0	0	23	78	0	35	0	0	0	2	57	2	1	0	53	44	7	0
"4"	25	386	28	136	29	0	5	0	58	3	8	43	39	0	6	3	0	0	39	24	0	34	4	1	14	77	0	26	0	0	1	37	47	0	0	0	95	69	30	39
"5"	82	125	126	1	231	179	1	39	0	0	10	142	72	10	0	0	1	0	14	17	8	36	1	3	152	132	1	14	0	0	0	10	66	3	3	5	82	165	60	18
"6"	28	12	53	446	0	697	0	25	2	7	0	57	50	0	0	0	0	0	26	11	0	8	3	0	9	38	18	36	13	0	1	28	110	0	0	0	60	12	23	6
"7"	98	32	135	17	39	313	0	0	65	0	17	96	22	0	18	0	0	0	43	97	0	26	14	0	60	59	1	17	0	0	0	47	70	0	4	0	67	31	111	16
"8"	255	24	33	8	98	190	0	5	2	3	18	97	83	5	0	2	55	0	129	36	2	64	25	0	27	230	6	65	0	14	17	20	39	0	1	0	68	103	72	42
"9"	242	223	56	37	99	8	2	7	41	7	70	162	38	13	0	1	0	0	48	42	0	36	35	0	42	140	0	154	0	0	13	32	91	0	0	0	122	54	48	48
"10"	145	12	236	316	1	71	9	2	28	0	11	145	24	0	0	0	0	0	77	25	2	7	12	0	51	109	1	46	3	0	20	62	76	1	1	0	82	18	174	9
"11"	89	112	67	10	11	32	0	1	14	0	12	87	37	0	6	0	0	2	17	52	1	33	35	0	84	65	11	82	0	3	0	45	87	3	0	2	152	47	26	48
"12"	23	42	13	1097	1	0	4	0	177	0	7	6	15	0	0	3	0	2	3	21	3	12	2	0	37	37	0	62	0	0	0	11	57	0	0	13	28	28	26	7
"13"	30	74	436	41	11	19	29	2	0	0	1	37	7	5	0	0	0	0	13	15	1	12	4	0	23	78	0	32	0	1	0	39	45	1	0	0	88	44	33	21
"14"	72	420	411	31	21	25	8	1	62	8	8	61	39	0	0	0	0	0	27	25	0	29	0	0	51	74	15	71	0	0	1	69	81	3	0	0	70	84	99	71
"15"	69	299	130	40	209	19	0	0	20	0	29	153	41	4	0	38	1	0	111	18	2	26	8	1	28	95	0	94	0	0	0	36	87	33	7	6	104	120	59	53
"16"	9	48	233	723	1	71	0	0	2	0	6	70	23	0	0	0	0	0	1	28	0	11	3	13	42	54	0	15	0	2	0	26	21	14	7	5	133	10	34	8
"17"	111	46	11	217	71	411	0	92	1	0	26	23	8	0	41	18	0	0	28	14	17	42	91	0	115	75	2	22	0	0	0	23	43	12	0	0	89	67	102	33
"18"	51	276	81	13	56	55	0	4	11	0	7	204	1	0	0	12	0	0	6	9	0	106	31	0	72	167	9	73	2	7	5	62	138	0	0	0	94	58	44	16
"19"	21	384	162	7	26	48	0	23	1	0	8	96	29	0	0	0	0	0	9	55	7	26	23	0	16	82	0	41	2	60	0	23	46	1	5	0	140	40	113	24
"20"	164	104	44	94	33	4	14	0	213	25	1	132	54	0	5	0	0	4	107	5	0	27	3	0	37	148	4	94	0	0	0	41	155	32	13	0	77	125	62	8
"21"	0	359	626	22	15	139	0	2	0	5	17	52	33	3	0	0	0	0	54	7	0	42	1	0	22	51	0	10	0	0	0	31	91	0	7	0	113	87	19	28
"22"	96	65	28	158	74	24	42	0	15	0	3	71	34	0	0	0	0	0	47	31	8	58	18	11	42	104	0	31	0	2	21	68	105	25	1	0	150	52	69	6
"23"	19	384	194	32	85	9	0	2	23	0	31	76	55	6	0	0	3	0	9	12	0	5	4	0	28	125	0	47	0	0	0	41	28	0	2	1	117	58	50	15
"24"	34	42	757	3	0	11	0	3	60	12	0	31	48	1	1	0	0	0	33	13	13	15	4	4	22	110	0	27	0	0	0	9	46	0	0	0	22	12	34	21
"25"	18	540	94	4	8	2	0	0	9	1	0	53	32	0	0	2	0	0	13	33	0	64	5	0	39	71	0	9	0	22	0	17	56	0	0	0	39	27	28	24
"26"	23	189	521	1	16	4	0	0	24	0	4	199	38	0	62	0	12	0	48	13	10	26	11	0	76	84	5	40	0	0	0	74	135	5	5	0	24	57	87	14
"27"	150	0	109	56	78	130	1	5	9	0	3	150	30	0	6	0	0	0	11	73	24	67	2	10	31	102	0	45	0	0	2	49	80	20	0	6	154	224	60	8
"28"	15	0	221	930	0	55	9	1	9	0	29	58	25	0	0	2	0	1	20	12	0	10	3	0	4	46	0	32	0	1	12	9	21	15	0	0	57	18	25	0
"29"	114	36	88	2	79	22	19	0	29	0	1	141	1	0	0	0	1	0	58	20	0	78	18	31	39	101	2	23	0	8	0	43	59	4	18	0	139	29	37	65
"30"	85	27	87	19	179	331	0	23	0	6	53	39	52	0	0	1	0	0	4	10	2	70	3	0	58	59	0	60	0	1	0	55	85	13	0	0	113	99	51	29
"31"	212	67	81	0	212	29	1	9	23	4	32	211	64	2	0	5	1	4	61	63	14	107	5	0	19	85	0	88	1	3	10	9	84	3	2	2	184	119	59	11
"32"	97	35	165	23	21	178	0	14	3	10	0	110	18	0	0	1	0	16	9	17	0	11	8	2	42	140	2	77	0	0	7	57	68	4	0	0	47	68	22	5
"33"	287	0	94	0	107	43	0	4	18	2	14	151	22	6	0	0	0	1	14	40	0	32	17	6	81	84	10	36	0	3	0	17	118	3	47	0	142	27	37	27
"34"	127	46	137	21	13	148	0	3	28	1	11	119	49	0	7	0	0	0	38	107	3	41	53	1	52	143	0	52	0	0	0	69	67	4	1	0	175	82	39	12
"35"	36	141	137	240	9	20	2	0	34	0	0	79	33	0	6	0	2	5	24	11	0	45	26	0	72	64	0	12	3	3	22	10	141	10	16	1	77	15	84	27
"36"	58	86	171	239	18	158	1	4	20	24	34	124	9	11	24	2	0	0	11	34	5	24	3	160	53	104	6	72	0	4	0	53	150	0	25	0	63	94	68	4
"37"	29	88	38	298	0	98	0	1	30	1	27	60	21	8	0	0	4	0	13	43	0	12	14	0	24	66	32	17	0	0	0	39	35	4	3	0	35	17	17	8
"38"	89	71	495	7	9	155	0	0	13	2	22	67	11	0	5	0	0	0	33	37	0	28	22	0	41	74	0	67	0	1	1	24	42	2	2	0	89	31	57	10
"39"	56	47	257	12	37	166	0	36	22	8	15	99	121	0	1	0	6	0	12	19	2	21	22	0	41	62	8	16	0	0	0	27	73	3	0	1	125	110	12	23
"40"	33	105	24	61	96	23	1	1	3	6	16	95	36	0	0	0	1	0	32	52	0	24	35	1	41	82	1	34	0	0	0	19	97	16	6	1	88	106	28	20
"41"	55	607	76	4	3	351	0	118	0	0	1	44	23	0	0	0	0	0	17	1	1	1	8	0	48	106	0	27	0	12	0	113	120	0	2	3	57	66	5	11
"42"	69	49	169	2	120	20	41	2	27	1	28	66	48	0	0	0	5	0	10	52	1	55	5	10	87	70	0	25	0	0	37	34	101	1	7	0	157	121	85	2
"43"	176	134	182	14	143	19	26	15	9	0	55	126	14	0	0	0	1	9	54	69	1	46	42	0	98	93	1	27	2	1	4	45	116	0	1	0	152	61	73	60
"44"	17	306	39	231	42	11	0	21	0	4	8	50	29	0	0	17	0	0	3	12	0	2	4	8	15	29	0	36	0	2	0	20	46	4	0	0	20	41	40	8
"45"	48	34	15	369	273	11	0	18	0	0	3	63	26	0	0	0	2	0	19	27	0	4	5	1	35	111	3	46	0	0	3	10	83	6	2	1	78	28	50	7
"46"	233	181	78	1	218	17	4	0	30	4	6	93	33	12	0	3	0	0	69	41	25	52	8	3	34	98	1	63	7	0	2	43	117	1	9	0	178	31	61	57
"47"	402	0	10	9	685	25	5	1	2	43	0	110	8	0	1	0	0	0	2	22	3	63	21	0	45	148	0	0	0	5	0	24	63	0	15	1	22	59	40	15
"48"	26	273	314	0	3	0	10	0	4	1	0	32	7	0	0	0	0	0	4	24	0	9	13	0	45	51	1	21	0	0	1	36	32	0	7	0	31	86	38	11
"49"	29	56	2	0	1108	0	0	0	45	0	5	45	7	2	0	0	0	0	16	16	0	16	0	0	8	30	0	82	0	0	0	17	28	0	0	0	25	32	37	6
"50"	130	396	87	0	154	21	0	0	19	4	72	137	38	0	12	20	0	1	19	16	0	54	12	0	51	174	0	129	0	0	0	78	42	4	5	0	50	59	106	9
"51"	180	154	85	20	93	181	0	29	9	9	39	143	71	4	0	1	0	0	42	105	0	6	2	0	113	114	0	18	1	0	0	63	50	2	23	7	172	73	25	59
"52"	133	34	53	92	27	22	18	0	35	0	0	49	41	1	5	0	0	0	26	38	0	18	9	0	20	70	0	19	0	4	0	52	98	2	0	0	139	53	81	22
"53"	121	62	458	6	41	94	9	3	2	0	16	107	7	11	5	18	2	0	12	20	0	22	31	0	88	168	2	41	0	4	14	31	54	1	0	0	108	58	41	2
"54"	80	27	118	39	4	95	0	12	27	8	31	63	24	0	0	0	0	0	8	27	5	10	16	0	95	84	0	65	0	1	0	11	52	15	4	9	75	72	39	0
"55"	103	384	43	0	271	0	6	16	0	1	53	65	11	0	2	0	0	1	15	47	1	6	23	0	68	61	0	25	0	0	2	77	102	4	0	0	90	17	47	2
"56"	65	100	274	0	2	9	45	0	53	12	31	59	10	7	0	0	35	0	10	22	0	29	12	0	25	101	0	83	11	2	4	20	27	4	0	0	75	19	71	5
"57"	118	43	4	172	268	23	0	38	8	0	5	98	16	0	0	0	1	0	27	13	2	12	5	66	13	56	18	15	1	37	2	2	180	0	17	2	75	49	38	44
"58"	6	39	445	103	0	467	0	4	1	0	0	59	61	0	34	0	0	0	34	8	0	38	1	0	48	22	11	0	0	0	0	47	65	2	0	6	63	9	7	9
"59"	197	42	15	2	189	193	0	56	0	0	17	60	15	4	10	0	0	1	8	28	1	1	6	0	10	76	0	52	0	6	0	18	13	2	0	7	36	36	52	0
"60"	18	221	87	28	8	226	0	33	1	0	0	66	18	0	5	0	0	0	9	136	0	51	11	0	26	146	0	14	0	6	0	23	51	37	0	0	51	48	31	1
"61"	19	94	134	61	3	390	0	71	0	5	8	14	16	0	0	1	0	0	11	54	2	11	24	0	2	52	0	39	0	0	0	8	73	1	0	0	53	29	36	3
"62"	99	550	79	65	26	86	0	35	1	0	16	151	11	0	0	0	15	0	26	10	0	40	9	0	69	113	0	9	0	0	0	37	65	0	0	0	79	171	19	42
"63"	30	98	114	43	15	161	0	19	0	0	4	68	46	1	0	0	0	4	12	24	0	63	2	26	92	97	3	34	0	0	0	12	49	0	0	0	61	33	28	14
