"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"
"1"	49	1166	0	0	66	9	0	0	23	1	23	2	21	1	6	7	6	9	14	19	10	41	0	0	54	1	0	2	25	0	24	28	0	58	12	2	2	0	0	0
"2"	169	173	23	0	58	36	15	0	25	0	57	0	30	1	20	38	3	5	141	49	8	121	16	0	49	52	0	2	88	0	95	37	7	23	0	21	5	0	6	6
"3"	35	0	815	2	143	12	6	0	9	0	66	0	61	7	36	42	6	5	77	50	1	87	0	1	62	33	0	0	32	10	67	16	0	0	0	15	17	0	0	0
"4"	45	24	48	16	3	21	22	0	40	11	76	23	12	0	2	80	8	5	138	77	53	192	7	4	130	45	15	5	137	4	221	120	0	5	1	14	45	10	7	5
"5"	139	33	0	8	399	0	361	5	67	5	39	0	38	0	17	57	8	3	140	35	16	75	0	4	47	26	50	5	89	2	82	50	0	5	2	25	91	2	4	21
"6"	37	80	35	8	24	47	63	8	5	9	31	0	47	11	5	45	7	16	108	29	0	91	2	1	66	98	0	3	28	54	73	26	0	24	0	6	15	0	7	3
"7"	6	13	443	8	3	0	2	0	10	18	115	0	71	1	29	3	12	1	46	57	2	196	9	0	90	9	0	7	51	0	32	78	0	3	0	3	16	54	23	2
"8"	5	36	33	10	2	33	196	14	0	5	119	6	52	0	1	8	82	18	261	189	7	157	20	6	99	24	9	17	52	0	175	33	1	11	5	31	68	0	3	79
"9"	23	49	89	7	38	14	209	43	11	0	84	9	22	0	24	13	127	2	49	136	3	144	24	0	69	39	0	54	141	0	148	141	0	15	0	96	26	0	47	2
"10"	74	131	0	0	560	0	0	6	14	10	26	0	28	0	33	27	6	0	90	20	15	57	8	1	14	1	0	0	48	8	63	12	0	0	0	14	7	0	13	0
"11"	42	3	453	0	0	24	5	16	0	5	24	0	16	0	6	25	6	17	23	59	36	93	1	2	10	1	0	4	28	0	13	16	0	20	8	6	34	0	23	0
"12"	105	98	69	0	24	33	47	2	1	8	128	0	29	0	1	20	4	44	93	51	0	73	0	0	93	13	0	0	57	6	86	71	0	11	0	12	30	15	11	16
"13"	45	43	12	10	187	0	64	0	103	4	72	0	22	0	6	71	5	4	56	116	25	74	2	0	114	8	4	0	21	0	81	12	4	2	0	15	9	6	13	2
"14"	6	22	14	0	5	191	220	0	18	12	63	0	12	2	12	12	45	2	90	23	1	81	6	18	64	25	0	2	32	0	89	24	4	12	8	32	32	0	11	0
"15"	14	3	162	4	6	14	94	0	11	12	44	25	36	0	32	35	1	7	63	37	7	200	20	14	88	11	0	2	61	0	86	48	15	0	0	13	40	16	18	0
"16"	83	47	20	0	69	2	149	0	15	3	26	0	95	2	15	48	1	23	48	41	2	106	2	0	37	44	0	10	51	4	106	42	0	2	0	32	18	0	26	8
"17"	48	168	8	0	54	23	97	31	3	6	53	0	10	0	11	26	10	16	124	200	13	230	0	2	136	119	0	30	143	1	153	33	17	3	0	30	26	66	8	24
"18"	37	24	62	13	11	2	36	13	33	0	57	0	82	0	0	48	12	2	86	120	0	83	6	26	65	14	1	3	24	0	64	20	0	4	0	21	32	13	20	19
"19"	140	282	103	0	375	3	17	0	45	16	74	3	74	0	2	37	61	7	53	54	26	95	0	1	122	63	0	11	69	0	89	34	0	5	0	20	30	0	17	4
"20"	66	17	21	0	56	11	858	0	2	0	89	0	121	3	5	41	41	59	52	74	3	115	6	4	81	11	2	3	30	3	126	18	0	3	0	3	9	2	0	11
"21"	92	328	21	0	418	1	0	3	31	12	42	0	16	0	7	20	22	1	42	104	10	159	21	0	95	100	3	6	35	0	53	23	0	5	3	19	7	0	6	3
"22"	20	0	229	9	106	0	77	1	68	0	109	0	60	0	22	35	5	1	148	94	2	127	23	20	65	22	0	0	80	0	51	60	22	8	2	12	15	31	16	18
"23"	12	52	219	2	1	5	7	0	77	1	63	0	45	0	26	128	16	13	197	149	0	175	2	0	99	80	12	23	90	33	120	75	4	3	0	27	22	5	24	8
"24"	53	18	449	0	101	3	0	0	101	9	46	6	116	0	2	11	11	66	51	62	22	168	92	0	92	82	12	12	83	1	109	57	0	1	0	5	14	1	7	9
"25"	47	568	0	0	157	27	40	5	2	15	32	4	24	0	2	10	5	16	40	39	40	46	9	0	12	12	0	3	63	7	25	6	0	1	0	34	11	0	4	9
"26"	5	105	19	0	325	4	14	1	121	8	80	0	39	56	27	104	49	27	116	52	20	114	0	2	27	36	14	14	64	1	65	39	1	9	0	49	31	0	33	0
"27"	51	7	526	54	50	0	2	58	34	30	40	0	28	4	14	42	40	5	67	57	25	165	4	25	101	24	0	5	53	2	45	83	0	14	0	67	69	9	3	4
"28"	34	12	52	0	49	0	140	0	4	2	32	24	77	3	67	16	46	5	114	122	0	178	0	1	80	47	0	2	97	8	110	68	0	8	1	13	77	0	4	19
"29"	17	7	206	2	0	36	169	3	3	1	53	0	29	0	27	29	5	33	104	147	0	126	2	1	177	21	10	3	48	0	98	27	0	6	5	42	76	4	0	6
"30"	6	3	292	6	33	2	43	0	9	0	71	1	25	0	47	21	12	20	94	42	9	115	39	0	118	43	0	2	40	5	72	29	0	5	0	152	33	1	8	37
"31"	71	127	3	0	5	14	310	10	0	2	29	3	32	0	4	15	4	9	121	67	19	69	2	21	54	24	3	0	76	0	81	23	0	17	0	54	13	0	1	13
"32"	5	21	105	0	13	26	337	0	1	1	90	12	18	27	8	45	7	58	81	36	4	211	60	0	64	30	10	0	106	0	106	35	10	5	0	48	120	47	12	14
"33"	51	41	176	0	158	9	8	0	138	0	109	3	9	9	23	17	21	61	114	49	17	210	53	14	80	29	2	34	82	26	122	90	0	16	0	70	59	0	18	35
"34"	14	15	200	0	168	14	0	0	89	1	48	0	35	1	3	1	7	20	90	89	27	133	1	2	35	43	0	17	42	0	146	65	1	3	7	18	91	0	1	3
"35"	197	21	215	32	82	19	71	14	8	0	47	0	23	0	61	44	5	20	120	94	4	192	22	9	82	16	0	18	49	7	189	54	2	2	2	68	26	5	42	3
"36"	84	4	217	0	0	73	43	3	18	1	56	0	40	0	5	62	26	36	101	90	26	127	1	3	82	15	5	1	24	3	54	8	0	0	0	30	34	4	6	1
"37"	62	34	142	0	32	19	10	4	18	3	90	0	18	1	61	58	37	1	54	68	2	110	19	3	50	57	0	15	43	0	59	54	0	8	8	14	24	12	1	0
"38"	58	6	213	0	199	0	0	14	15	0	45	0	39	0	8	24	1	14	130	30	2	218	5	0	64	28	2	3	116	4	45	59	3	4	0	29	70	0	6	8
"39"	57	81	36	0	155	3	55	0	19	1	74	28	71	6	2	22	25	33	131	43	31	129	2	0	57	8	0	2	55	0	117	60	0	25	0	15	62	0	6	0
"40"	83	67	27	1	123	12	44	0	5	0	65	1	61	0	3	39	1	20	61	93	3	88	1	0	76	27	5	1	66	0	97	30	0	45	0	71	24	0	12	38
"41"	50	129	12	11	41	2	183	0	16	0	39	0	33	0	2	42	1	17	59	55	8	95	10	0	42	23	0	1	81	3	50	36	1	2	0	29	43	41	0	0
"42"	125	21	54	2	299	7	8	0	27	0	30	1	14	1	1	7	4	2	33	92	14	88	0	1	25	18	0	31	54	0	56	54	0	0	15	5	25	3	19	0
"43"	36	218	20	0	65	36	18	3	10	0	67	2	25	0	37	11	10	35	46	80	3	75	16	0	71	57	0	1	30	5	74	24	0	4	6	48	85	7	5	8
"44"	21	13	234	10	5	14	34	14	12	0	82	1	62	0	20	77	2	32	75	45	5	117	11	1	11	23	2	11	48	0	60	48	2	23	0	15	64	0	2	0
"45"	30	58	223	0	3	1	0	0	54	0	99	12	12	0	27	40	27	6	99	173	12	213	1	18	69	11	0	9	65	0	107	54	0	9	0	31	28	4	0	12
"46"	55	64	20	1	341	0	18	0	8	2	42	1	2	0	2	14	0	21	99	44	15	142	1	0	83	11	0	2	23	1	73	20	0	3	0	1	20	20	13	11
"47"	18	69	220	0	138	0	30	3	67	15	50	1	53	5	31	47	12	10	127	61	0	150	3	7	168	51	1	11	130	44	43	86	0	38	3	61	56	11	5	2
"48"	32	97	12	0	38	25	247	0	4	0	27	5	9	1	6	16	54	4	69	41	4	191	1	5	86	21	0	1	74	8	38	46	0	7	2	9	15	0	25	0
"49"	26	43	0	0	691	0	0	2	21	0	17	0	19	0	5	3	19	11	15	15	0	45	0	0	38	2	0	0	2	0	21	6	4	9	1	2	1	0	14	7
"50"	66	2	338	0	90	2	27	7	22	2	84	1	54	0	19	130	26	17	81	189	15	168	3	12	119	12	1	16	109	16	95	46	1	12	0	25	64	5	13	9
"51"	28	91	14	10	95	5	289	0	8	11	47	0	28	0	13	13	1	5	35	83	8	74	0	0	25	13	0	0	52	13	55	28	2	0	0	25	8	4	1	0
"52"	7	73	157	0	0	393	16	17	1	2	99	0	25	0	33	23	3	2	105	111	18	113	0	1	189	34	14	5	156	5	132	37	0	0	0	14	12	1	2	31
"53"	85	17	19	0	105	10	160	0	6	4	51	1	26	0	13	7	5	16	72	59	0	131	4	27	40	22	0	2	27	5	48	19	0	0	0	7	5	6	0	8
"54"	21	3	268	37	66	0	328	0	11	4	113	0	74	0	6	97	3	6	78	71	29	216	9	0	204	14	0	6	122	1	34	46	0	0	0	17	11	0	7	10
"55"	31	26	657	0	104	0	0	0	29	1	126	11	40	0	3	25	12	3	36	33	11	60	1	5	31	11	0	2	109	0	40	63	0	8	13	1	38	6	0	13
"56"	14	16	57	34	40	19	234	0	15	0	32	6	35	0	2	53	1	12	29	57	6	58	0	19	36	26	5	3	80	2	18	56	0	3	1	25	15	0	6	9
"57"	81	97	7	1	1	21	112	6	1	1	33	3	29	0	2	50	3	2	74	89	19	80	0	6	34	42	1	5	80	0	83	17	1	0	6	35	52	15	10	12
"58"	52	746	0	0	6	12	9	0	15	14	81	0	21	1	0	27	2	5	64	40	2	61	0	3	1	52	2	0	14	0	50	93	0	32	12	7	29	32	0	6
"59"	63	128	19	0	0	45	232	0	17	1	42	0	36	1	3	31	9	7	40	115	15	73	29	1	70	5	0	1	43	9	74	10	1	10	5	32	11	1	6	2
"60"	44	97	49	0	104	0	0	0	39	5	190	19	19	0	48	56	20	8	55	82	3	222	20	0	30	40	3	20	79	1	75	84	0	5	0	30	21	2	3	2
"61"	72	130	2	0	51	9	10	0	0	0	44	1	25	0	10	37	1	13	104	78	16	95	3	0	35	27	1	19	39	0	75	14	0	0	1	2	29	0	33	30
"62"	125	108	29	0	50	5	151	0	3	9	185	15	52	1	41	52	22	55	120	148	3	281	2	0	105	15	0	0	46	49	116	31	2	4	20	8	16	12	10	22
"63"	1	1	32	13	45	0	404	9	5	3	35	0	44	2	0	4	50	1	133	79	3	63	5	5	60	23	0	0	38	0	56	31	0	7	0	11	16	1	1	7
"64"	106	172	0	0	0	18	135	10	7	0	100	0	32	0	14	41	29	5	98	140	20	81	0	0	31	18	1	1	29	1	85	23	0	7	0	11	19	2	8	26
"65"	5	2	932	40	0	3	56	0	25	0	22	0	30	0	0	17	0	16	68	58	1	93	0	2	23	20	0	17	28	3	20	65	0	0	1	5	45	0	1	0
"66"	46	6	44	0	206	0	497	71	0	0	53	0	4	0	7	1	15	52	67	31	18	55	7	0	35	17	0	13	26	1	56	10	0	8	1	4	4	1	0	2
"67"	58	63	14	7	29	24	64	0	61	4	121	0	5	0	2	50	12	18	103	92	65	120	6	12	36	60	0	0	92	2	60	39	4	2	0	46	71	0	23	0
"68"	24	50	93	0	73	5	58	2	21	1	95	0	40	33	7	39	80	28	56	115	89	172	19	7	71	49	5	13	57	0	110	72	0	32	6	38	31	5	1	0
"69"	115	128	38	0	29	8	10	0	20	2	34	0	38	0	5	34	4	3	143	94	22	127	3	1	43	31	0	0	71	0	136	38	0	2	0	5	30	0	0	2
"70"	6	17	28	2	1123	0	16	0	15	11	17	0	12	0	0	44	4	13	40	21	14	129	18	0	42	47	11	0	4	0	24	11	0	0	0	0	2	1	1	9
"71"	129	92	56	0	38	5	73	0	18	31	118	0	52	33	55	60	13	3	197	130	25	122	27	1	114	29	2	11	87	0	13	84	17	7	0	43	7	2	16	6
"72"	81	656	0	0	84	13	23	0	1	0	19	0	8	0	12	19	4	6	71	51	1	121	0	0	33	13	1	0	17	19	32	60	0	21	13	3	7	1	10	8
"73"	50	37	317	6	69	0	13	0	57	0	47	0	33	0	13	28	0	38	172	168	9	137	0	26	67	20	1	21	88	0	145	54	1	7	0	12	46	8	26	7
"74"	66	68	70	66	51	159	671	0	0	0	44	2	47	0	64	29	4	0	29	132	75	55	3	0	67	12	0	54	38	7	89	29	0	0	1	0	22	1	0	0
"75"	77	38	64	3	61	0	190	8	22	10	97	0	76	0	9	36	37	1	65	69	3	200	7	0	80	13	0	25	145	2	127	79	2	2	0	37	50	0	0	15
"76"	32	208	1	0	205	0	85	0	28	2	6	0	71	0	9	88	15	14	77	33	3	55	27	29	43	4	3	17	33	1	57	33	0	0	7	7	69	3	23	9
"77"	96	1	60	10	188	0	193	0	51	13	110	1	13	0	4	78	4	41	127	104	3	190	0	55	101	51	16	14	96	0	64	117	0	1	30	9	32	3	21	8
"78"	27	34	24	0	7	13	89	5	3	7	44	0	42	3	1	49	37	13	67	41	6	101	3	0	80	12	0	3	55	0	83	44	0	26	0	28	39	9	42	0
"79"	26	70	0	0	0	102	609	0	12	2	124	4	10	0	2	17	2	0	95	113	3	161	2	0	68	44	0	0	104	3	112	18	0	3	0	39	62	6	11	0
"80"	204	110	42	0	49	129	26	2	16	0	114	0	70	6	3	10	18	26	59	130	6	213	0	2	202	9	6	21	67	0	138	53	1	14	21	28	28	1	0	1
"81"	72	47	121	10	9	102	5	0	50	0	35	0	100	0	45	102	32	7	81	128	11	194	9	0	58	39	2	6	210	8	72	42	0	2	2	47	76	0	2	0
"82"	84	176	2	0	135	25	25	35	31	0	63	9	2	0	1	48	15	2	65	117	7	152	24	2	62	2	2	0	107	1	51	13	6	9	1	11	40	4	14	2
"83"	138	117	24	0	48	86	31	0	43	1	54	1	104	0	13	25	20	46	163	152	4	192	17	0	105	39	0	1	30	2	62	51	0	3	0	14	52	0	24	43
"84"	131	22	207	7	30	5	50	0	2	0	47	4	56	0	4	51	22	2	44	61	17	128	18	6	126	34	8	16	62	21	73	113	0	5	3	65	45	4	8	8
"85"	34	56	11	0	148	0	8	0	8	0	29	0	90	0	11	27	14	9	77	65	14	95	27	10	59	23	0	3	52	1	44	16	1	1	0	26	32	2	3	5
"86"	41	234	41	0	0	317	1	5	13	1	34	1	25	0	26	73	6	7	120	111	0	138	31	2	22	3	0	2	117	44	93	61	0	30	0	29	69	12	12	1
"87"	45	127	27	0	147	36	10	13	43	0	126	10	32	1	8	30	41	125	153	87	19	70	18	0	181	81	8	6	84	0	97	87	0	3	2	13	110	1	6	3
"88"	4	2	21	14	106	0	444	0	27	0	13	0	34	0	31	32	38	0	74	22	3	75	0	0	73	2	0	9	95	1	71	10	0	3	1	17	25	3	1	13
"89"	28	22	41	34	20	3	31	14	43	0	118	0	38	2	16	41	0	43	138	103	24	137	3	1	10	27	0	12	82	0	61	75	0	3	0	15	19	0	11	14
"90"	114	435	22	0	150	8	4	0	30	3	67	0	94	0	0	3	41	27	52	96	7	136	0	38	106	22	1	22	70	1	170	42	0	7	0	27	13	4	8	16
