"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	14	0	721	0	1	10	42	1	0	37	7	0	24	15	19	0	29	0	0	0	104	0	6	3	28	0	13	65	8	37	1	0	12	4	0	9	27	0	15	3	0	3	3	0	0	17	98	0	8	5	44	15	1	0	8	10	0	1	8	31	1	0	20	9	1	18	0	0	23	0	0	2	7	5	4	11	0	0	3	6
"2"	0	0	24	123	12	0	21	7	10	0	256	0	46	10	10	0	47	6	1	1	44	2	4	2	28	2	10	61	18	2	3	0	2	0	0	2	7	0	66	0	3	0	0	3	0	0	18	0	68	0	5	12	0	0	5	0	0	0	0	43	0	0	3	23	0	66	0	6	20	0	0	0	13	21	3	130	0	0	20	18
"3"	0	0	94	1	0	7	360	17	0	0	2	16	57	5	33	0	40	6	2	2	41	0	0	0	7	1	3	38	1	3	0	0	6	0	6	0	0	0	2	0	0	17	3	0	3	0	12	0	33	5	18	15	0	0	20	5	0	0	1	15	12	0	1	0	1	29	1	0	46	0	0	0	4	0	4	41	0	0	13	18
"4"	16	2	76	0	82	30	0	0	0	0	83	10	21	4	32	27	139	0	35	37	43	2	37	5	44	1	4	56	15	0	2	3	0	0	7	12	22	0	0	0	0	32	6	58	29	0	69	1	12	15	11	31	0	0	127	3	0	0	11	140	57	0	2	0	1	2	0	7	224	5	3	6	6	10	0	46	0	0	25	64
"5"	39	0	63	109	24	3	0	201	0	0	39	23	2	1	57	0	85	3	12	0	47	3	1	1	12	2	12	46	0	11	7	1	29	0	23	19	2	5	0	1	23	4	1	28	0	3	49	10	10	22	4	2	0	0	31	0	0	0	0	43	0	1	11	3	24	18	0	2	30	0	0	0	57	9	12	34	0	0	94	1
"6"	100	0	29	51	0	140	24	0	15	10	166	35	0	7	18	0	76	0	0	8	93	3	3	0	14	0	33	95	1	2	2	0	6	0	8	0	0	0	1	0	0	21	24	34	6	116	98	0	48	47	6	17	0	16	12	2	0	0	0	72	2	0	7	2	29	65	0	7	71	0	4	22	14	30	2	37	0	0	57	9
"7"	66	0	213	8	0	23	14	41	0	0	249	20	18	23	51	3	88	1	0	33	47	0	23	0	39	0	24	81	0	2	0	0	24	0	1	5	35	0	0	0	1	22	2	40	11	0	99	0	15	13	14	11	13	0	31	7	0	0	1	27	1	0	18	7	28	31	0	5	98	5	2	4	144	8	1	47	10	0	130	4
"8"	2	1	151	29	0	7	4	661	0	0	56	6	0	0	34	0	19	0	0	1	31	20	0	25	14	0	38	54	7	2	10	3	0	4	0	1	157	1	33	0	0	25	1	55	78	0	39	0	5	9	17	1	0	0	20	0	0	0	8	113	4	0	0	2	0	20	0	0	11	0	0	0	83	9	0	38	0	0	41	8
"9"	49	0	175	5	33	27	0	9	7	2	164	5	103	13	78	0	73	2	3	5	88	2	2	10	25	30	10	102	42	3	6	15	15	0	1	0	6	0	2	0	0	94	40	46	10	0	78	6	21	22	10	16	0	0	37	14	0	0	7	43	1	0	2	5	3	33	0	6	69	0	0	0	96	34	4	93	0	4	26	1
"10"	15	0	73	20	26	128	0	4	0	1	17	27	56	0	84	0	94	2	1	90	104	1	35	11	1	4	8	72	5	5	0	6	0	0	2	13	3	7	2	0	0	15	5	53	10	2	93	0	91	3	15	18	3	0	64	9	0	21	4	91	20	0	0	28	0	61	0	0	57	50	0	2	28	8	2	115	0	4	52	18
"11"	15	5	157	1	0	101	9	134	0	0	175	35	0	7	64	0	81	1	0	2	31	0	2	0	8	47	43	80	0	2	0	0	1	0	39	5	3	0	2	0	0	5	3	105	15	5	124	3	22	25	30	63	0	0	25	0	0	0	5	76	11	2	2	15	45	15	0	4	36	14	9	0	43	29	0	63	10	0	23	20
"12"	0	0	84	15	207	64	4	0	0	0	24	1	17	3	24	4	55	10	21	8	76	1	9	0	36	11	11	25	13	0	2	1	7	0	1	0	48	0	17	1	0	0	8	25	0	0	83	0	24	14	7	1	0	3	126	7	0	0	22	40	15	0	5	0	4	25	0	3	38	3	0	3	44	24	1	29	4	5	21	43
"13"	3	1	278	0	0	341	72	5	215	0	1	0	33	0	9	1	44	0	0	0	44	0	0	5	0	14	4	74	26	2	21	0	26	0	4	0	41	0	4	0	0	14	1	27	0	0	83	0	18	3	6	34	0	0	16	0	0	0	0	62	0	0	13	0	0	11	0	1	133	0	1	4	20	0	0	53	0	0	104	7
"14"	16	4	47	65	1	128	6	10	0	2	38	0	91	7	39	13	44	0	0	47	61	13	0	2	54	25	10	136	51	12	10	0	2	0	7	14	20	3	0	0	0	0	8	40	19	0	63	0	34	22	13	2	11	0	20	1	0	0	11	116	1	0	82	22	2	14	0	35	60	4	6	1	100	42	8	92	1	0	9	13
"15"	30	1	69	3	6	48	5	34	0	13	29	65	58	16	33	2	72	0	3	7	28	14	0	14	35	11	0	32	7	5	9	3	1	0	6	6	12	7	0	4	0	4	0	14	3	0	28	0	11	11	6	7	0	0	15	0	4	0	2	35	2	0	5	6	0	37	0	25	26	0	9	5	11	1	15	17	0	0	31	6
