"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"	"taxa81"	"taxa82"	"taxa83"	"taxa84"	"taxa85"	"taxa86"	"taxa87"	"taxa88"	"taxa89"	"taxa90"	"taxa91"	"taxa92"	"taxa93"	"taxa94"	"taxa95"	"taxa96"	"taxa97"	"taxa98"	"taxa99"	"taxa100"	"taxa101"	"taxa102"	"taxa103"	"taxa104"	"taxa105"	"taxa106"	"taxa107"	"taxa108"	"taxa109"	"taxa110"	"taxa111"	"taxa112"	"taxa113"	"taxa114"	"taxa115"	"taxa116"	"taxa117"	"taxa118"	"taxa119"	"taxa120"	"taxa121"	"taxa122"	"taxa123"	"taxa124"	"taxa125"	"taxa126"	"taxa127"	"taxa128"	"taxa129"	"taxa130"	"taxa131"	"taxa132"	"taxa133"	"taxa134"	"taxa135"	"taxa136"	"taxa137"	"taxa138"	"taxa139"	"taxa140"	"taxa141"	"taxa142"	"taxa143"	"taxa144"	"taxa145"	"taxa146"	"taxa147"	"taxa148"	"taxa149"	"taxa150"	"taxa151"	"taxa152"	"taxa153"	"taxa154"	"taxa155"	"taxa156"	"taxa157"	"taxa158"	"taxa159"	"taxa160"
"1"	0	9	0	0	4	6	0	0	3	0	14	73	5	0	1	0	0	0	45	11	0	0	14	2	54	26	0	1	0	6	0	0	0	0	86	28	0	41	6	0	0	2	10	0	0	1	3	27	13	21	0	0	0	0	0	0	11	9	14	0	1	0	3	0	0	0	24	1	1	6	0	58	0	10	1	0	0	0	0	1	14	0	3	1	14	12	33	28	53	3	11	1	1	3	6	1	0	0	0	5	1	0	0	4	14	0	0	0	70	0	5	21	0	53	1	8	1	3	2	19	0	41	0	0	0	26	14	0	0	2	0	4	26	0	10	27	0	0	6	0	0	0	0	33	7	0	26	20	34	44	65	0	0	0	17	1	6	0	0	0
"2"	19	0	24	0	0	24	0	0	0	0	0	0	655	0	0	0	0	55	1	0	0	7	1	0	7	1	1	34	10	3	0	21	0	4	4	5	0	11	0	0	1	0	53	0	0	0	5	25	20	0	1	0	0	0	3	0	0	0	4	0	25	0	21	0	0	0	0	0	6	0	0	28	0	0	47	0	0	0	2	3	0	1	0	0	6	0	4	7	0	0	0	0	0	3	7	0	0	4	0	6	0	0	0	1	0	2	0	0	22	0	9	72	0	3	0	3	0	0	1	8	0	51	0	7	0	35	0	0	1	7	0	0	5	0	0	6	0	0	24	2	1	8	0	38	0	0	6	10	29	7	1	1	31	0	0	6	20	0	0	0
"3"	0	0	28	0	14	0	0	0	5	57	0	32	322	1	3	0	0	0	5	8	0	0	15	0	3	46	0	15	20	0	0	0	0	0	6	23	0	8	0	0	0	0	40	0	0	5	17	12	16	10	1	1	34	4	0	0	0	12	30	0	11	0	79	0	0	0	0	4	5	1	0	19	0	1	60	0	0	1	0	2	31	0	0	1	2	0	35	38	0	0	14	3	1	23	9	0	0	0	35	14	0	0	0	0	6	0	0	0	27	5	13	13	11	17	0	33	1	24	0	56	0	0	0	0	0	2	0	5	1	2	0	21	7	0	0	25	1	0	15	0	0	2	7	36	0	0	7	17	24	2	79	0	17	0	0	5	4	0	2	0
"4"	0	5	2	0	3	65	0	0	0	2	0	16	0	0	1	1	0	13	3	0	0	0	0	0	44	13	0	41	0	1	0	0	0	1	25	35	0	5	19	0	3	13	2	0	0	0	60	1	43	2	1	0	0	10	0	0	0	26	21	0	5	0	22	0	1	0	11	0	6	3	0	15	2	0	31	14	0	0	0	7	0	0	0	12	1	1	104	8	9	0	16	1	16	6	19	0	0	1	0	25	0	2	0	7	0	0	3	0	121	0	0	3	0	38	0	7	0	6	0	9	13	0	0	0	0	13	0	0	4	1	7	0	14	0	4	9	0	0	34	1	0	0	3	46	3	2	0	2	10	0	12	0	7	0	0	11	1	0	0	0
"5"	0	0	260	24	0	0	0	0	0	4	0	3	223	0	0	0	0	0	6	0	9	0	5	22	41	1	0	3	0	0	0	0	0	0	20	32	0	1	0	0	0	1	15	2	0	0	10	16	3	0	0	0	0	1	1	0	0	2	3	1	0	0	74	0	5	19	7	0	1	0	0	24	0	1	3	0	0	0	0	6	0	0	0	3	2	0	13	31	2	0	46	0	2	1	2	0	0	0	0	9	0	3	0	2	3	0	0	6	4	0	0	6	0	13	0	12	0	10	52	9	0	0	0	7	0	2	0	0	3	0	0	1	1	0	0	37	0	0	2	2	0	0	3	1	1	0	5	41	19	3	8	0	0	3	0	5	7	0	10	0
"6"	0	31	2	40	0	1	0	0	0	0	0	8	79	0	0	0	56	0	25	0	0	0	34	0	76	20	0	6	3	0	2	0	0	0	58	28	0	95	0	0	48	1	41	1	0	4	26	27	40	10	21	0	6	0	0	0	0	4	1	1	8	0	66	0	0	0	11	0	65	1	0	21	0	0	27	4	4	2	0	7	14	0	0	4	1	5	73	47	0	2	48	3	1	4	11	34	0	0	0	19	0	0	18	0	2	2	0	0	14	0	19	25	0	28	0	15	0	1	0	79	2	2	0	0	0	17	0	0	1	2	0	14	10	0	0	64	0	0	25	0	33	0	25	29	13	0	1	24	40	91	73	6	5	6	0	0	0	0	3	0
"7"	0	0	0	14	16	2	0	0	0	1	0	71	86	0	0	0	8	18	0	0	0	0	3	11	6	0	0	2	13	3	10	0	0	0	11	35	0	38	0	0	6	0	3	0	0	0	2	13	4	5	29	0	11	0	3	0	0	0	9	0	3	0	38	0	0	0	1	0	35	0	0	8	0	6	75	0	0	10	0	26	10	0	0	9	7	0	16	20	0	0	13	1	0	1	8	8	0	0	0	19	0	0	1	24	1	0	1	0	63	0	0	4	0	27	0	33	0	0	0	16	1	0	0	2	0	15	0	10	6	0	0	4	3	0	0	6	0	0	33	0	0	1	0	8	0	0	9	4	10	6	2	3	1	0	0	10	21	0	2	0
"8"	0	0	5	0	70	0	0	16	15	0	0	6	122	3	0	0	0	5	4	0	0	0	6	3	24	73	0	8	0	0	25	0	0	0	55	15	0	4	12	1	0	0	70	0	0	0	22	23	13	8	0	1	38	0	13	0	0	0	39	1	4	1	11	0	1	9	6	15	0	4	0	59	0	28	45	0	0	4	0	1	0	0	0	23	0	3	10	6	0	1	20	0	1	88	10	1	129	0	16	22	0	0	26	33	1	0	0	0	49	0	17	4	0	75	0	18	0	0	0	38	0	2	12	22	0	19	0	0	0	4	0	43	17	2	0	36	0	0	19	0	0	11	0	44	0	0	58	19	9	57	30	1	18	34	0	12	0	24	3	0
"9"	0	0	0	0	25	0	0	0	0	74	0	0	837	15	0	0	19	0	31	0	0	3	3	6	69	25	0	6	0	0	1	0	0	0	22	37	0	18	0	0	25	0	4	0	0	0	8	21	3	3	12	0	0	0	0	0	0	2	2	0	0	0	11	0	2	0	0	9	6	0	41	11	0	12	3	4	0	0	0	0	1	0	0	0	0	2	14	22	12	0	0	4	2	1	13	1	0	1	1	24	0	0	0	0	7	0	0	0	53	1	0	0	0	50	0	0	0	0	0	29	0	0	0	0	6	6	6	1	5	0	0	23	3	0	8	9	0	0	52	2	0	20	5	85	0	0	4	0	12	7	2	0	7	0	0	6	25	0	0	0
"10"	0	11	0	225	0	1	0	0	0	0	0	235	55	0	1	0	15	129	0	0	0	0	10	3	5	0	0	5	0	0	0	0	0	3	13	23	0	27	0	0	5	0	6	0	0	0	4	7	9	2	0	0	13	0	7	0	0	0	5	0	0	0	13	0	0	0	0	0	5	0	0	49	0	25	26	0	0	0	0	0	2	0	0	24	0	0	6	14	3	0	28	1	0	27	6	15	0	0	0	18	0	0	0	7	0	0	2	0	2	0	10	4	0	7	0	0	0	0	0	6	5	0	0	0	39	15	0	0	20	37	0	5	12	0	0	22	0	0	5	0	0	0	0	74	0	0	3	6	7	8	43	2	8	0	0	4	10	0	0	0
