"taxa1"	"taxa2"	"taxa3"	"taxa4"	"taxa5"	"taxa6"	"taxa7"	"taxa8"	"taxa9"	"taxa10"	"taxa11"	"taxa12"	"taxa13"	"taxa14"	"taxa15"	"taxa16"	"taxa17"	"taxa18"	"taxa19"	"taxa20"	"taxa21"	"taxa22"	"taxa23"	"taxa24"	"taxa25"	"taxa26"	"taxa27"	"taxa28"	"taxa29"	"taxa30"	"taxa31"	"taxa32"	"taxa33"	"taxa34"	"taxa35"	"taxa36"	"taxa37"	"taxa38"	"taxa39"	"taxa40"	"taxa41"	"taxa42"	"taxa43"	"taxa44"	"taxa45"	"taxa46"	"taxa47"	"taxa48"	"taxa49"	"taxa50"	"taxa51"	"taxa52"	"taxa53"	"taxa54"	"taxa55"	"taxa56"	"taxa57"	"taxa58"	"taxa59"	"taxa60"	"taxa61"	"taxa62"	"taxa63"	"taxa64"	"taxa65"	"taxa66"	"taxa67"	"taxa68"	"taxa69"	"taxa70"	"taxa71"	"taxa72"	"taxa73"	"taxa74"	"taxa75"	"taxa76"	"taxa77"	"taxa78"	"taxa79"	"taxa80"
"1"	0	31	0	0	2	887	0	0	0	150	39	0	0	10	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	6	10	9	0	1	0	2	0	12	0	0	0	2	0	1	1	0	9	0	0	0	0	0
"2"	36	0	30	0	19	0	0	28	0	4	71	0	1	2	0	4	28	0	14	64	12	0	0	0	18	34	41	5	28	32	7	4	0	14	36	0	64	13	4	22	6	39	39	0	23	7	0	0	78	48	19	23	0	0	28	1	4	76	87	22	85	15	1	8	0	266	0	7	13	49	7	137	30	59	1	0	0	21	0	6
"3"	58	14	34	0	1	16	0	22	0	156	4	0	0	4	24	0	69	1	20	35	53	11	0	6	6	0	31	0	97	20	0	0	0	67	0	0	57	3	15	8	0	21	43	0	15	3	0	0	70	5	1	9	0	7	43	0	0	58	19	3	94	20	3	12	2	67	0	0	0	26	25	77	21	13	39	0	0	12	2	2
"4"	6	182	0	3	0	15	1	26	0	32	0	0	0	1	3	22	16	26	42	17	3	3	0	3	16	10	13	8	10	70	0	0	73	26	7	9	57	6	23	2	0	55	21	0	20	0	1	0	101	23	0	27	0	3	103	2	1	43	27	24	64	35	3	21	6	38	0	0	0	56	64	51	75	104	43	0	1	18	0	6
"5"	64	33	20	6	1	26	0	33	0	9	2	0	0	26	5	0	69	2	23	19	0	0	0	0	18	0	30	0	11	37	0	12	0	19	2	5	47	12	12	0	0	14	23	0	0	1	0	0	30	3	0	4	0	6	37	1	0	35	11	5	60	14	0	1	0	39	0	0	0	69	51	35	14	10	42	0	1	18	0	0
"6"	24	22	3	0	103	4	0	25	0	0	0	36	1	3	0	0	91	9	55	3	32	5	2	0	11	5	103	0	17	60	0	0	0	69	15	0	27	74	31	1	40	19	4	0	10	36	1	0	49	126	0	46	0	0	108	0	0	26	12	53	53	17	2	16	7	54	0	2	15	67	53	77	23	86	8	4	0	1	0	0
"7"	20	62	1	0	18	54	0	87	0	70	8	0	0	4	0	2	64	34	16	9	6	0	0	0	7	0	17	0	2	43	5	0	0	23	47	5	30	42	10	0	0	21	21	0	36	21	0	0	30	6	1	15	0	0	60	1	0	71	17	15	19	35	0	0	0	8	20	0	8	21	40	28	28	47	9	0	0	0	0	0
"8"	0	115	0	18	0	153	10	8	1	1	1	0	4	8	5	0	36	9	7	67	14	8	1	0	2	5	9	0	3	100	2	3	0	40	12	0	30	37	1	1	0	36	18	0	0	14	0	0	59	1	2	0	0	0	116	0	0	47	21	8	22	10	0	1	0	40	0	2	0	47	4	89	28	43	3	0	34	2	1	2
"9"	11	9	12	0	76	1	0	20	0	15	19	0	24	0	10	0	16	8	24	51	15	0	1	17	2	2	9	0	1	72	28	1	0	69	0	1	22	4	7	2	0	22	17	7	1	3	2	0	93	3	5	20	0	0	54	0	0	44	10	12	19	16	0	18	26	58	0	0	1	70	53	85	8	63	8	0	1	23	0	0
"10"	51	8	8	0	5	10	0	0	0	12	88	0	0	13	0	0	35	0	14	3	3	3	0	1	8	1	22	0	30	35	7	0	0	45	9	0	34	13	33	0	5	10	0	0	7	1	0	6	94	15	0	4	0	0	54	0	0	12	12	31	32	16	0	43	21	31	0	0	0	92	40	31	23	37	32	0	0	27	0	13
